"Device: USB-2408-2AO"
"Serial Number: 1C3CD21"
"Channel Count: 1"
"Sample Count: 1311"
"Start Time: 1/25/2023 2:43:56.81 PM"
"Scan Rate: 50"
"Sample","Time (s)","CH1 (°C)"
"280","5.60","21.328"
"281","5.62","21.324"
"282","5.64","21.331"
"283","5.66","21.311"
"284","5.68","21.303"
"285","5.70","21.290"
"286","5.72","21.289"
"287","5.74","21.303"
"288","5.76","21.298"
"289","5.78","21.297"
"290","5.80","21.299"
"291","5.82","21.301"
"292","5.84","21.311"
"293","5.86","21.310"
"294","5.88","21.314"
"295","5.90","21.318"
"296","5.92","21.324"
"297","5.94","21.329"
"298","5.96","21.327"
"299","5.98","21.314"
"300","6.00","21.313"
"301","6.02","21.311"
"302","6.04","21.308"
"303","6.06","21.308"
"304","6.08","21.300"
"305","6.10","21.296"
"306","6.12","21.304"
"307","6.14","21.297"
"308","6.16","21.307"
"309","6.18","21.307"
"310","6.20","21.309"
"311","6.22","21.313"
"312","6.24","21.316"
"313","6.26","21.321"
"314","6.28","21.330"
"315","6.30","21.326"
"316","6.32","21.317"
"317","6.34","21.309"
"318","6.36","21.314"
"319","6.38","21.304"
"320","6.40","21.308"
"321","6.42","21.301"
"322","6.44","21.307"
"323","6.46","21.307"
"324","6.48","21.315"
"325","6.50","21.310"
"326","6.52","21.322"
"327","6.54","21.321"
"328","6.56","21.327"
"329","6.58","21.337"
"330","6.60","21.327"
"331","6.62","21.333"
"332","6.64","21.333"
"333","6.66","21.316"
"334","6.68","21.315"
"335","6.70","21.303"
"336","6.72","21.298"
"337","6.74","21.307"
"338","6.76","21.305"
"339","6.78","21.301"
"340","6.80","21.310"
"341","6.82","21.309"
"342","6.84","21.317"
"343","6.86","21.320"
"344","6.88","21.316"
"345","6.90","21.323"
"346","6.92","21.324"
"347","6.94","21.334"
"348","6.96","21.318"
"349","6.98","21.325"
"350","7.00","21.315"
"351","7.02","21.309"
"352","7.04","21.301"
"353","7.06","21.302"
"354","7.08","21.284"
"355","7.10","21.295"
"356","7.12","21.294"
"357","7.14","21.309"
"358","7.16","21.307"
"359","7.18","21.313"
"360","7.20","21.323"
"361","7.22","21.328"
"362","7.24","21.324"
"363","7.26","21.325"
"364","7.28","21.323"
"365","7.30","21.321"
"366","7.32","21.313"
"367","7.34","21.310"
"368","7.36","21.306"
"369","7.38","21.305"
"370","7.40","21.299"
"371","7.42","21.297"
"372","7.44","21.303"
"373","7.46","21.307"
"374","7.48","21.311"
"375","7.50","21.315"
"376","7.52","21.320"
"377","7.54","21.326"
"378","7.56","21.330"
"379","7.58","21.335"
"380","7.60","21.327"
"381","7.62","21.322"
"382","7.64","21.332"
"383","7.66","21.317"
"384","7.68","21.313"
"385","7.70","21.309"
"386","7.72","21.305"
"387","7.74","21.303"
"388","7.76","21.308"
"389","7.78","21.306"
"390","7.80","21.312"
"391","7.82","21.317"
"392","7.84","21.321"
"393","7.86","21.328"
"394","7.88","21.335"
"395","7.90","21.334"
"396","7.92","21.336"
"397","7.94","21.332"
"398","7.96","21.327"
"399","7.98","21.321"
"400","8.00","21.316"
"401","8.02","21.306"
"402","8.04","21.310"
"403","8.06","21.300"
"404","8.08","21.294"
"405","8.10","21.306"
"406","8.12","21.304"
"407","8.14","21.315"
"408","8.16","21.309"
"409","8.18","21.319"
"410","8.20","21.324"
"411","8.22","21.329"
"412","8.24","21.332"
"413","8.26","21.329"
"414","8.28","21.321"
"415","8.30","21.321"
"416","8.32","21.320"
"417","8.34","21.307"
"418","8.36","21.304"
"419","8.38","21.290"
"420","8.40","21.298"
"421","8.42","21.295"
"422","8.44","21.304"
"423","8.46","21.303"
"424","8.48","21.304"
"425","8.50","21.307"
"426","8.52","21.315"
"427","8.54","21.324"
"428","8.56","21.329"
"429","8.58","21.328"
"430","8.60","21.325"
"431","8.62","21.322"
"432","8.64","21.309"
"433","8.66","21.319"
"434","8.68","21.310"
"435","8.70","21.301"
"436","8.72","21.312"
"437","8.74","21.302"
"438","8.76","21.303"
"439","8.78","21.294"
"440","8.80","21.304"
"441","8.82","21.311"
"442","8.84","21.317"
"443","8.86","21.330"
"444","8.88","21.330"
"445","8.90","21.329"
"446","8.92","21.328"
"447","8.94","21.332"
"448","8.96","21.329"
"449","8.98","21.329"
"450","9.00","21.319"
"451","9.02","21.308"
"452","9.04","21.306"
"453","9.06","21.302"
"454","9.08","21.309"
"455","9.10","21.308"
"456","9.12","21.315"
"457","9.14","21.318"
"458","9.16","21.315"
"459","9.18","21.327"
"460","9.20","21.328"
"461","9.22","21.334"
"462","9.24","21.331"
"463","9.26","21.345"
"464","9.28","21.332"
"465","9.30","21.325"
"466","9.32","21.323"
"467","9.34","21.322"
"468","9.36","21.310"
"469","9.38","21.301"
"470","9.40","21.308"
"471","9.42","21.305"
"472","9.44","21.302"
"473","9.46","21.312"
"474","9.48","21.307"
"475","9.50","21.326"
"476","9.52","21.331"
"477","9.54","21.333"
"478","9.56","21.331"
"479","9.58","21.331"
"480","9.60","21.335"
"481","9.62","21.332"
"482","9.64","21.332"
"483","9.66","21.322"
"484","9.68","21.318"
"485","9.70","21.313"
"486","9.72","21.308"
"487","9.74","21.310"
"488","9.76","21.320"
"489","9.78","21.316"
"490","9.80","21.320"
"491","9.82","21.327"
"492","9.84","21.335"
"493","9.86","21.337"
"494","9.88","21.333"
"495","9.90","21.333"
"496","9.92","21.333"
"497","9.94","21.338"
"498","9.96","21.331"
"499","9.98","21.377"
"500","10.00","21.383"
"501","10.02","21.370"
"502","10.04","21.372"
"503","10.06","21.372"
"504","10.08","21.368"
"505","10.10","21.371"
"506","10.12","21.369"
"507","10.14","21.376"
"508","10.16","21.392"
"509","10.18","21.396"
"510","10.20","21.391"
"511","10.22","21.397"
"512","10.24","21.398"
"513","10.26","21.394"
"514","10.28","21.390"
"515","10.30","21.386"
"516","10.32","21.384"
"517","10.34","21.375"
"518","10.36","21.371"
"519","10.38","21.370"
"520","10.40","21.365"
"521","10.42","21.373"
"522","10.44","21.382"
"523","10.46","21.387"
"524","10.48","21.388"
"525","10.50","21.396"
"526","10.52","21.400"
"527","10.54","21.401"
"528","10.56","21.404"
"529","10.58","21.404"
"530","10.60","21.401"
"531","10.62","21.404"
"532","10.64","21.390"
"533","10.66","21.382"
"534","10.68","21.386"
"535","10.70","21.385"
"536","10.72","21.377"
"537","10.74","21.378"
"538","10.76","21.378"
"539","10.78","21.382"
"540","10.80","21.383"
"541","10.82","21.388"
"542","10.84","21.400"
"543","10.86","21.398"
"544","10.88","21.407"
"545","10.90","21.405"
"546","10.92","21.405"
"547","10.94","21.397"
"548","10.96","21.407"
"549","10.98","21.389"
"550","11.00","21.384"
"551","11.02","21.384"
"552","11.04","21.382"
"553","11.06","21.378"
"554","11.08","21.385"
"555","11.10","21.378"
"556","11.12","21.386"
"557","11.14","21.377"
"558","11.16","21.394"
"559","11.18","21.404"
"560","11.20","21.397"
"561","11.22","21.405"
"562","11.24","21.400"
"563","11.26","21.401"
"564","11.28","21.395"
"565","11.30","21.387"
"566","11.32","21.380"
"567","11.34","21.383"
"568","11.36","21.377"
"569","11.38","21.370"
"570","11.40","21.376"
"571","11.42","21.376"
"572","11.44","21.389"
"573","11.46","21.394"
"574","11.48","21.395"
"575","11.50","21.395"
"576","11.52","21.401"
"577","11.54","21.404"
"578","11.56","21.408"
"579","11.58","21.408"
"580","11.60","21.404"
"581","11.62","21.396"
"582","11.64","21.393"
"583","11.66","21.388"
"584","11.68","21.386"
"585","11.70","21.375"
"586","11.72","21.369"
"587","11.74","21.376"
"588","11.76","21.378"
"589","11.78","21.384"
"590","11.80","21.388"
"591","11.82","21.392"
"592","11.84","21.394"
"593","11.86","21.399"
"594","11.88","21.404"
"595","11.90","21.400"
"596","11.92","21.399"
"597","11.94","21.396"
"598","11.96","21.393"
"599","11.98","21.381"
"600","12.00","21.382"
"601","12.02","21.376"
"602","12.04","21.377"
"603","12.06","21.375"
"604","12.08","21.374"
"605","12.10","21.377"
"606","12.12","21.377"
"607","12.14","21.382"
"608","12.16","21.395"
"609","12.18","21.388"
"610","12.20","21.399"
"611","12.22","21.402"
"612","12.24","21.398"
"613","12.26","21.395"
"614","12.28","21.391"
"615","12.30","21.382"
"616","12.32","21.377"
"617","12.34","21.372"
"618","12.36","21.368"
"619","12.38","21.372"
"620","12.40","21.376"
"621","12.42","21.373"
"622","12.44","21.386"
"623","12.46","21.386"
"624","12.48","21.389"
"625","12.50","21.393"
"626","12.52","21.401"
"627","12.54","21.402"
"628","12.56","21.390"
"629","12.58","21.393"
"630","12.60","21.392"
"631","12.62","21.397"
"632","12.64","21.383"
"633","12.66","21.378"
"634","12.68","21.366"
"635","12.70","21.376"
"636","12.72","21.374"
"637","12.74","21.367"
"638","12.76","21.375"
"639","12.78","21.371"
"640","12.80","21.378"
"641","12.82","21.386"
"642","12.84","21.384"
"643","12.86","21.392"
"644","12.88","21.389"
"645","12.90","21.393"
"646","12.92","21.388"
"647","12.94","21.387"
"648","12.96","21.381"
"649","12.98","21.375"
"650","13.00","21.370"
"651","13.02","21.366"
"652","13.04","21.365"
"653","13.06","21.365"
"654","13.08","21.363"
"655","13.10","21.373"
"656","13.12","21.377"
"657","13.14","21.389"
"658","13.16","21.393"
"659","13.18","21.392"
"660","13.20","21.395"
"661","13.22","21.390"
"662","13.24","21.391"
"663","13.26","21.388"
"664","13.28","21.385"
"665","13.30","21.384"
"666","13.32","21.378"
"667","13.34","21.368"
"668","13.36","21.366"
"669","13.38","21.363"
"670","13.40","21.360"
"671","13.42","21.369"
"672","13.44","21.379"
"673","13.46","21.376"
"674","13.48","21.384"
"675","13.50","21.394"
"676","13.52","21.394"
"677","13.54","21.400"
"678","13.56","21.400"
"679","13.58","21.388"
"680","13.60","21.387"
"681","13.62","21.378"
"682","13.64","21.382"
"683","13.66","21.373"
"684","13.68","21.375"
"685","13.70","21.370"
"686","13.72","21.362"
"687","13.74","21.373"
"688","13.76","21.371"
"689","13.78","21.377"
"690","13.80","21.385"
"691","13.82","21.385"
"692","13.84","21.394"
"693","13.86","21.389"
"694","13.88","21.393"
"695","13.90","21.390"
"696","13.92","21.388"
"697","13.94","21.379"
"698","13.96","21.379"
"699","13.98","21.370"
"700","14.00","21.369"
"701","14.02","21.362"
"702","14.04","21.359"
"703","14.06","21.357"
"704","14.08","21.362"
"705","14.10","21.371"
"706","14.12","21.381"
"707","14.14","21.385"
"708","14.16","21.387"
"709","14.18","21.384"
"710","14.20","21.391"
"711","14.22","21.387"
"712","14.24","21.383"
"713","14.26","21.385"
"714","14.28","21.372"
"715","14.30","21.368"
"716","14.32","21.368"
"717","14.34","21.365"
"718","14.36","21.359"
"719","14.38","21.358"
"720","14.40","21.359"
"721","14.42","21.363"
"722","14.44","21.372"
"723","14.46","21.374"
"724","14.48","21.375"
"725","14.50","21.373"
"726","14.52","21.386"
"727","14.54","21.389"
"728","14.56","21.387"
"729","14.58","21.379"
"730","14.60","21.374"
"731","14.62","21.375"
"732","14.64","21.368"
"733","14.66","21.365"
"734","14.68","21.356"
"735","14.70","21.357"
"736","14.72","21.363"
"737","14.74","21.352"
"738","14.76","21.361"
"739","14.78","21.368"
"740","14.80","21.377"
"741","14.82","21.379"
"742","14.84","21.388"
"743","14.86","21.385"
"744","14.88","21.381"
"745","14.90","21.383"
"746","14.92","21.377"
"747","14.94","21.373"
"748","14.96","21.363"
"749","14.98","21.367"
"750","15.00","21.359"
"751","15.02","21.360"
"752","15.04","21.359"
"753","15.06","21.350"
"754","15.08","21.362"
"755","15.10","21.363"
"756","15.12","21.367"
"757","15.14","21.373"
"758","15.16","21.374"
"759","15.18","21.380"
"760","15.20","21.383"
"761","15.22","21.378"
"762","15.24","21.384"
"763","15.26","21.376"
"764","15.28","21.372"
"765","15.30","21.354"
"766","15.32","21.361"
"767","15.34","21.357"
"768","15.36","21.360"
"769","15.38","21.352"
"770","15.40","21.348"
"771","15.42","21.360"
"772","15.44","21.359"
"773","15.46","21.391"
"774","15.48","21.410"
"775","15.50","21.362"
"776","15.52","21.377"
"777","15.54","21.402"
"778","15.56","21.376"
"779","15.58","21.366"
"780","15.60","21.366"
"781","15.62","21.363"
"782","15.64","21.356"
"783","15.66","21.359"
"784","15.68","21.353"
"785","15.70","21.357"
"786","15.72","21.362"
"787","15.74","21.363"
"788","15.76","21.365"
"789","15.78","21.366"
"790","15.80","21.369"
"791","15.82","21.375"
"792","15.84","21.380"
"793","15.86","21.383"
"794","15.88","21.373"
"795","15.90","21.373"
"796","15.92","21.369"
"797","15.94","21.360"
"798","15.96","21.358"
"799","15.98","21.352"
"800","16.00","21.353"
"801","16.02","21.336"
"802","16.04","21.345"
"803","16.06","21.350"
"804","16.08","21.352"
"805","16.10","21.361"
"806","16.12","21.362"
"807","16.14","21.367"
"808","16.16","21.375"
"809","16.18","21.367"
"810","16.20","21.367"
"811","16.22","21.373"
"812","16.24","21.356"
"813","16.26","21.363"
"814","16.28","21.350"
"815","16.30","21.347"
"816","16.32","21.339"
"817","16.34","21.346"
"818","16.36","21.341"
"819","16.38","21.341"
"820","16.40","21.346"
"821","16.42","21.354"
"822","16.44","21.364"
"823","16.46","21.368"
"824","16.48","21.371"
"825","16.50","21.376"
"826","16.52","21.376"
"827","16.54","21.365"
"828","16.56","21.357"
"829","16.58","21.353"
"830","16.60","21.338"
"831","16.62","21.321"
"832","16.64","21.340"
"833","16.66","21.334"
"834","16.68","21.334"
"835","16.70","21.338"
"836","16.72","21.350"
"837","16.74","21.346"
"838","16.76","21.354"
"839","16.78","21.354"
"840","16.80","21.366"
"841","16.82","21.377"
"842","16.84","21.370"
"843","16.86","21.373"
"844","16.88","21.372"
"845","16.90","21.362"
"846","16.92","21.356"
"847","16.94","21.359"
"848","16.96","21.354"
"849","16.98","21.352"
"850","17.00","21.343"
"851","17.02","21.343"
"852","17.04","21.338"
"853","17.06","21.343"
"854","17.08","21.349"
"855","17.10","21.355"
"856","17.12","21.373"
"857","17.14","21.370"
"858","17.16","21.357"
"859","17.18","21.361"
"860","17.20","21.373"
"861","17.22","21.364"
"862","17.24","21.360"
"863","17.26","21.355"
"864","17.28","21.346"
"865","17.30","21.350"
"866","17.32","21.336"
"867","17.34","21.336"
"868","17.36","21.333"
"869","17.38","21.333"
"870","17.40","21.337"
"871","17.42","21.343"
"872","17.44","21.339"
"873","17.46","21.349"
"874","17.48","21.348"
"875","17.50","21.368"
"876","17.52","21.375"
"877","17.54","21.359"
"878","17.56","21.355"
"879","17.58","21.359"
"880","17.60","21.356"
"881","17.62","21.348"
"882","17.64","21.346"
"883","17.66","21.351"
"884","17.68","21.344"
"885","17.70","21.360"
"886","17.72","21.356"
"887","17.74","21.351"
"888","17.76","21.345"
"889","17.78","21.363"
"890","17.80","21.363"
"891","17.82","21.370"
"892","17.84","21.378"
"893","17.86","21.368"
"894","17.88","21.377"
"895","17.90","21.364"
"896","17.92","21.354"
"897","17.94","21.357"
"898","17.96","21.352"
"899","17.98","21.345"
"900","18.00","21.335"
"901","18.02","21.343"
"902","18.04","21.339"
"903","18.06","21.344"
"904","18.08","21.348"
"905","18.10","21.353"
"906","18.12","21.360"
"907","18.14","21.371"
"908","18.16","21.366"
"909","18.18","21.367"
"910","18.20","21.366"
"911","18.22","21.367"
"912","18.24","21.362"
"913","18.26","21.364"
"914","18.28","21.348"
"915","18.30","21.350"
"916","18.32","21.336"
"917","18.34","21.338"
"918","18.36","21.348"
"919","18.38","21.340"
"920","18.40","21.350"
"921","18.42","21.354"
"922","18.44","21.366"
"923","18.46","21.368"
"924","18.48","21.368"
"925","18.50","21.375"
"926","18.52","21.369"
"927","18.54","21.369"
"928","18.56","21.360"
"929","18.58","21.367"
"930","18.60","21.358"
"931","18.62","21.354"
"932","18.64","21.341"
"933","18.66","21.342"
"934","18.68","21.345"
"935","18.70","21.344"
"936","18.72","21.353"
"937","18.74","21.354"
"938","18.76","21.356"
"939","18.78","21.369"
"940","18.80","21.370"
"941","18.82","21.379"
"942","18.84","21.373"
"943","18.86","21.378"
"944","18.88","21.377"
"945","18.90","21.373"
"946","18.92","21.375"
"947","18.94","21.361"
"948","18.96","21.352"
"949","18.98","21.352"
"950","19.00","21.347"
"951","19.02","21.349"
"952","19.04","21.357"
"953","19.06","21.363"
"954","19.08","21.367"
"955","19.10","21.365"
"956","19.12","21.369"
"957","19.14","21.374"
"958","19.16","21.376"
"959","19.18","21.383"
"960","19.20","21.383"
"961","19.22","21.370"
"962","19.24","21.370"
"963","19.26","21.363"
"964","19.28","21.363"
"965","19.30","21.361"
"966","19.32","21.354"
"967","19.34","21.352"
"968","19.36","21.356"
"969","19.38","21.365"
"970","19.40","21.367"
"971","19.42","21.367"
"972","19.44","21.370"
"973","19.46","21.382"
"974","19.48","21.378"
"975","19.50","21.381"
"976","19.52","21.383"
"977","19.54","21.372"
"978","19.56","21.369"
"979","19.58","21.369"
"980","19.60","21.364"
"981","19.62","21.367"
"982","19.64","21.355"
"983","19.66","21.355"
"984","19.68","21.354"
"985","19.70","21.360"
"986","19.72","21.365"
"987","19.74","21.368"
"988","19.76","21.374"
"989","19.78","21.376"
"990","19.80","21.375"
"991","19.82","21.383"
"992","19.84","21.387"
"993","19.86","21.382"
"994","19.88","21.378"
"995","19.90","21.376"
"996","19.92","21.367"
"997","19.94","21.359"
"998","19.96","21.359"
"999","19.98","21.350"
"1000","20.00","21.355"
"1001","20.02","21.352"
"1002","20.04","21.351"
"1003","20.06","21.363"
"1004","20.08","21.365"
"1005","20.10","21.368"
"1006","20.12","21.377"
"1007","20.14","21.381"
"1008","20.16","21.377"
"1009","20.18","21.376"
"1010","20.20","21.383"
"1011","20.22","21.378"
"1012","20.24","21.368"
"1013","20.26","21.363"
"1014","20.28","21.355"
"1015","20.30","21.358"
"1016","20.32","21.351"
"1017","20.34","21.356"
"1018","20.36","21.358"
"1019","20.38","21.364"
"1020","20.40","21.359"
"1021","20.42","21.374"
"1022","20.44","21.379"
"1023","20.46","21.382"
"1024","20.48","21.380"
"1025","20.50","21.380"
"1026","20.52","21.375"
"1027","20.54","21.379"
"1028","20.56","21.365"
"1029","20.58","21.372"
"1030","20.60","21.358"
"1031","20.62","21.358"
"1032","20.64","21.351"
"1033","20.66","21.349"
"1034","20.68","21.348"
"1035","20.70","21.360"
"1036","20.72","21.362"
"1037","20.74","21.372"
"1038","20.76","21.368"
"1039","20.78","21.376"
"1040","20.80","21.376"
"1041","20.82","21.385"
"1042","20.84","21.382"
"1043","20.86","21.377"
"1044","20.88","21.378"
"1045","20.90","21.373"
"1046","20.92","21.362"
"1047","20.94","21.355"
"1048","20.96","21.357"
"1049","20.98","21.353"
"1050","21.00","21.354"
"1051","21.02","21.343"
"1052","21.04","21.357"
"1053","21.06","21.365"
"1054","21.08","21.363"
"1055","21.10","21.372"
"1056","21.12","21.373"
"1057","21.14","21.380"
"1058","21.16","21.376"
"1059","21.18","21.373"
"1060","21.20","21.370"
"1061","21.22","21.372"
"1062","21.24","21.358"
"1063","21.26","21.354"
"1064","21.28","21.344"
"1065","21.30","21.345"
"1066","21.32","21.348"
"1067","21.34","21.346"
"1068","21.36","21.354"
"1069","21.38","21.349"
"1070","21.40","21.360"
"1071","21.42","21.370"
"1072","21.44","21.360"
"1073","21.46","21.370"
"1074","21.48","21.377"
"1075","21.50","21.376"
"1076","21.52","21.376"
"1077","21.54","21.371"
"1078","21.56","21.373"
"1079","21.58","21.369"
"1080","21.60","21.363"
"1081","21.62","21.360"
"1082","21.64","21.357"
"1083","21.66","21.348"
"1084","21.68","21.350"
"1085","21.70","21.359"
"1086","21.72","21.363"
"1087","21.74","21.367"
"1088","21.76","21.382"
"1089","21.78","21.377"
"1090","21.80","21.386"
"1091","21.82","21.379"
"1092","21.84","21.387"
"1093","21.86","21.379"
"1094","21.88","21.369"
"1095","21.90","21.368"
"1096","21.92","21.362"
"1097","21.94","21.357"
"1098","21.96","21.363"
"1099","21.98","21.357"
"1100","22.00","21.365"
"1101","22.02","21.364"
"1102","22.04","21.370"
"1103","22.06","21.378"
"1104","22.08","21.384"
"1105","22.10","21.383"
"1106","22.12","21.392"
"1107","22.14","21.394"
"1108","22.16","21.395"
"1109","22.18","21.394"
"1110","22.20","21.391"
"1111","22.22","21.382"
"1112","22.24","21.381"
"1113","22.26","21.376"
"1114","22.28","21.372"
"1115","22.30","21.366"
"1116","22.32","21.366"
"1117","22.34","21.371"
"1118","22.36","21.368"
"1119","22.38","21.383"
"1120","22.40","21.382"
"1121","22.42","21.391"
"1122","22.44","21.394"
"1123","22.46","21.387"
"1124","22.48","21.395"
"1125","22.50","21.401"
"1126","22.52","21.392"
"1127","22.54","21.394"
"1128","22.56","21.379"
"1129","22.58","21.380"
"1130","22.60","21.376"
"1131","22.62","21.371"
"1132","22.64","21.373"
"1133","22.66","21.368"
"1134","22.68","21.375"
"1135","22.70","21.373"
