Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 1330
Start Time: 1/25/2023 2:51:54.39 PM
Scan Rate: 50
Sample,Time (s),CH1 (°C)
1180,23.60,106.517
1181,23.62,106.520
1182,23.64,106.532
1183,23.66,106.540
1184,23.68,106.557
1185,23.70,106.568
1186,23.72,106.563
1187,23.74,106.568
1188,23.76,106.597
1189,23.78,106.637
1190,23.80,106.676
1191,23.82,106.691
1192,23.84,106.691
1193,23.86,106.687
1194,23.88,106.664
1195,23.90,106.658
1196,23.92,106.617
1197,23.94,106.605
1198,23.96,106.587
1199,23.98,106.590
1200,24.00,106.573
1201,24.02,106.555
1202,24.04,106.527
1203,24.06,106.518
1204,24.08,106.489
1205,24.10,106.469
1206,24.12,106.445
1207,24.14,106.415
1208,24.16,106.391
1209,24.18,106.379
1210,24.20,106.359
1211,24.22,106.335
1212,24.24,106.315
1213,24.26,106.318
1214,24.28,106.343
1215,24.30,106.343
1216,24.32,106.335
1217,24.34,106.338
1218,24.36,106.344
1219,24.38,106.336
1220,24.40,106.342
1221,24.42,106.351
1222,24.44,106.378
1223,24.46,106.394
1224,24.48,106.407
1225,24.50,106.402
1226,24.52,106.413
1227,24.54,106.417
1228,24.56,106.418
1229,24.58,106.420
1230,24.60,106.428
1231,24.62,106.429
1232,24.64,106.420
1233,24.66,106.414
1234,24.68,106.414
1235,24.70,106.429
1236,24.72,106.480
1237,24.74,106.499
1238,24.76,106.512
1239,24.78,106.512
1240,24.80,106.434
1241,24.82,106.389
1242,24.84,106.391
1243,24.86,106.387
1244,24.88,106.398
1245,24.90,106.415
1246,24.92,106.410
1247,24.94,106.386
1248,24.96,106.366
1249,24.98,106.367
1250,25.00,106.387
1251,25.02,106.420
1252,25.04,106.416
1253,25.06,106.399
1254,25.08,106.380
1255,25.10,106.376
1256,25.12,106.391
1257,25.14,106.406
1258,25.16,106.412
1259,25.18,106.405
1260,25.20,106.406
1261,25.22,106.404
1262,25.24,106.428
1263,25.26,106.426
1264,25.28,106.429
1265,25.30,106.426
1266,25.32,106.439
1267,25.34,106.475
1268,25.36,106.486
1269,25.38,106.502
1270,25.40,106.508
1271,25.42,106.506
1272,25.44,106.504
1273,25.46,106.509
1274,25.48,106.533
1275,25.50,106.550
1276,25.52,106.530
1277,25.54,106.543
1278,25.56,106.541
1279,25.58,106.555
1280,25.60,106.568
1281,25.62,106.578
1282,25.64,106.572
1283,25.66,106.556
1284,25.68,106.567
1285,25.70,106.589
1286,25.72,106.591
1287,25.74,106.600
1288,25.76,106.620
1289,25.78,106.644
1290,25.80,106.643
1291,25.82,106.635
1292,25.84,106.624
1293,25.86,106.615
1294,25.88,106.632
1295,25.90,106.636
1296,25.92,106.634
1297,25.94,106.598
1298,25.96,106.595
1299,25.98,106.576
1300,26.00,106.579
1301,26.02,106.569
1302,26.04,106.573
1303,26.06,106.558
1304,26.08,106.551
1305,26.10,106.552
1306,26.12,106.549
1307,26.14,106.534
1308,26.16,106.525
1309,26.18,106.532
1310,26.20,106.523
1311,26.22,106.505
1312,26.24,106.500
1313,26.26,106.482
1314,26.28,106.483
1315,26.30,106.484
1316,26.32,106.479
1317,26.34,106.470
1318,26.36,106.464
