"Device: USB-2408-2AO"
"Serial Number: 1C3CD21"
"Channel Count: 1"
"Sample Count: 1300"
"Start Time: 1/25/2023 2:43:08.66 PM"
"Scan Rate: 50"
"Sample","Time (s)","CH1 (°C)"
"771","15.42","21.337"
"772","15.44","21.333"
"773","15.46","21.325"
"774","15.48","21.311"
"775","15.50","21.312"
"776","15.52","21.314"
"777","15.54","21.314"
"778","15.56","21.313"
"779","15.58","21.323"
"780","15.60","21.321"
"781","15.62","21.330"
"782","15.64","21.335"
"783","15.66","21.337"
"784","15.68","21.337"
"785","15.70","21.339"
"786","15.72","21.332"
"787","15.74","21.325"
"788","15.76","21.322"
"789","15.78","21.323"
"790","15.80","21.321"
"791","15.82","21.306"
"792","15.84","21.311"
"793","15.86","21.308"
"794","15.88","21.313"
"795","15.90","21.316"
"796","15.92","21.324"
"797","15.94","21.331"
"798","15.96","21.330"
"799","15.98","21.335"
"800","16.00","21.335"
"801","16.02","21.339"
"802","16.04","21.348"
"803","16.06","21.339"
"804","16.08","21.325"
"805","16.10","21.325"
"806","16.12","21.322"
"807","16.14","21.315"
"808","16.16","21.315"
"809","16.18","21.302"
"810","16.20","21.309"
"811","16.22","21.315"
"812","16.24","21.311"
"813","16.26","21.320"
"814","16.28","21.332"
"815","16.30","21.341"
"816","16.32","21.337"
"817","16.34","21.336"
"818","16.36","21.335"
"819","16.38","21.340"
"820","16.40","21.335"
"821","16.42","21.332"
"822","16.44","21.327"
"823","16.46","21.326"
"824","16.48","21.317"
"825","16.50","21.325"
"826","16.52","21.318"
"827","16.54","21.313"
"828","16.56","21.334"
"829","16.58","21.335"
"830","16.60","21.334"
"831","16.62","21.337"
"832","16.64","21.340"
"833","16.66","21.336"
"834","16.68","21.345"
"835","16.70","21.347"
"836","16.72","21.353"
"837","16.74","21.340"
"838","16.76","21.335"
"839","16.78","21.331"
"840","16.80","21.334"
"841","16.82","21.327"
"842","16.84","21.320"
"843","16.86","21.323"
"844","16.88","21.324"
"845","16.90","21.337"
"846","16.92","21.344"
"847","16.94","21.339"
"848","16.96","21.349"
"849","16.98","21.355"
"850","17.00","21.355"
"851","17.02","21.357"
"852","17.04","21.356"
"853","17.06","21.344"
"854","17.08","21.347"
"855","17.10","21.330"
"856","17.12","21.328"
"857","17.14","21.334"
"858","17.16","21.329"
"859","17.18","21.319"
"860","17.20","21.325"
"861","17.22","21.325"
"862","17.24","21.336"
"863","17.26","21.340"
"864","17.28","21.345"
"865","17.30","21.349"
"866","17.32","21.352"
"867","17.34","21.355"
"868","17.36","21.346"
"869","17.38","21.354"
"870","17.40","21.350"
"871","17.42","21.342"
"872","17.44","21.333"
"873","17.46","21.332"
"874","17.48","21.329"
"875","17.50","21.330"
"876","17.52","21.322"
"877","17.54","21.336"
"878","17.56","21.329"
"879","17.58","21.333"
"880","17.60","21.337"
"881","17.62","21.347"
"882","17.64","21.353"
"883","17.66","21.357"
"884","17.68","21.361"
"885","17.70","21.357"
"886","17.72","21.351"
"887","17.74","21.351"
"888","17.76","21.347"
"889","17.78","21.342"
"890","17.80","21.342"
"891","17.82","21.336"
"892","17.84","21.335"
"893","17.86","21.329"
"894","17.88","21.331"
"895","17.90","21.341"
"896","17.92","21.345"
"897","17.94","21.352"
"898","17.96","21.352"
"899","17.98","21.352"
"900","18.00","21.358"
"901","18.02","21.357"
"902","18.04","21.362"
"903","18.06","21.353"
"904","18.08","21.349"
"905","18.10","21.344"
"906","18.12","21.335"
"907","18.14","21.335"
"908","18.16","21.328"
"909","18.18","21.329"
"910","18.20","21.338"
"911","18.22","21.331"
"912","18.24","21.338"
"913","18.26","21.345"
"914","18.28","21.353"
"915","18.30","21.359"
"916","18.32","21.351"
"917","18.34","21.358"
"918","18.36","21.351"
"919","18.38","21.353"
"920","18.40","21.348"
"921","18.42","21.338"
"922","18.44","21.331"
"923","18.46","21.330"
"924","18.48","21.330"
"925","18.50","21.330"
"926","18.52","21.324"
"927","18.54","21.327"
"928","18.56","21.333"
"929","18.58","21.348"
"930","18.60","21.347"
"931","18.62","21.354"
"932","18.64","21.355"
"933","18.66","21.360"
"934","18.68","21.356"
"935","18.70","21.351"
"936","18.72","21.340"
"937","18.74","21.343"
"938","18.76","21.337"
"939","18.78","21.333"
"940","18.80","21.329"
"941","18.82","21.314"
"942","18.84","21.314"
"943","18.86","21.313"
"944","18.88","21.322"
"945","18.90","21.337"
"946","18.92","21.337"
"947","18.94","21.344"
"948","18.96","21.347"
"949","18.98","21.348"
"950","19.00","21.353"
"951","19.02","21.349"
"952","19.04","21.352"
"953","19.06","21.339"
"954","19.08","21.335"
"955","19.10","21.327"
"956","19.12","21.327"
"957","19.14","21.312"
"958","19.16","21.315"
"959","19.18","21.319"
"960","19.20","21.325"
"961","19.22","21.327"
"962","19.24","21.326"
"963","19.26","21.334"
"964","19.28","21.340"
"965","19.30","21.341"
"966","19.32","21.346"
"967","19.34","21.342"
"968","19.36","21.341"
"969","19.38","21.332"
"970","19.40","21.338"
"971","19.42","21.329"
"972","19.44","21.326"
"973","19.46","21.317"
"974","19.48","21.312"
"975","19.50","21.315"
"976","19.52","21.313"
"977","19.54","21.317"
"978","19.56","21.328"
"979","19.58","21.330"
"980","19.60","21.334"
"981","19.62","21.338"
"982","19.64","21.339"
"983","19.66","21.342"
"984","19.68","21.339"
"985","19.70","21.326"
"986","19.72","21.330"
"987","19.74","21.322"
"988","19.76","21.317"
"989","19.78","21.320"
"990","19.80","21.307"
"991","19.82","21.315"
"992","19.84","21.316"
"993","19.86","21.318"
"994","19.88","21.319"
"995","19.90","21.325"
"996","19.92","21.325"
"997","19.94","21.337"
"998","19.96","21.339"
"999","19.98","21.339"
"1000","20.00","21.338"
"1001","20.02","21.353"
"1002","20.04","21.343"
"1003","20.06","21.334"
"1004","20.08","21.331"
"1005","20.10","21.322"
"1006","20.12","21.320"
"1007","20.14","21.317"
"1008","20.16","21.321"
"1009","20.18","21.320"
"1010","20.20","21.315"
"1011","20.22","21.328"
"1012","20.24","21.330"
"1013","20.26","21.332"
"1014","20.28","21.340"
"1015","20.30","21.341"
"1016","20.32","21.352"
"1017","20.34","21.353"
"1018","20.36","21.338"
"1019","20.38","21.334"
"1020","20.40","21.337"
"1021","20.42","21.335"
"1022","20.44","21.330"
"1023","20.46","21.329"
"1024","20.48","21.319"
"1025","20.50","21.319"
"1026","20.52","21.318"
"1027","20.54","21.328"
"1028","20.56","21.341"
"1029","20.58","21.344"
"1030","20.60","21.352"
"1031","20.62","21.353"
"1032","20.64","21.355"
"1033","20.66","21.353"
"1034","20.68","21.351"
"1035","20.70","21.353"
"1036","20.72","21.348"
"1037","20.74","21.352"
"1038","20.76","21.341"
"1039","20.78","21.330"
"1040","20.80","21.317"
"1041","20.82","21.322"
"1042","20.84","21.320"
"1043","20.86","21.330"
"1044","20.88","21.336"
"1045","20.90","21.344"
"1046","20.92","21.350"
"1047","20.94","21.358"
"1048","20.96","21.361"
"1049","20.98","21.360"
"1050","21.00","21.353"
"1051","21.02","21.344"
"1052","21.04","21.341"
"1053","21.06","21.335"
"1054","21.08","21.337"
"1055","21.10","21.327"
"1056","21.12","21.329"
"1057","21.14","21.323"
"1058","21.16","21.319"
"1059","21.18","21.332"
"1060","21.20","21.334"
"1061","21.22","21.336"
"1062","21.24","21.338"
"1063","21.26","21.347"
"1064","21.28","21.352"
"1065","21.30","21.354"
"1066","21.32","21.358"
"1067","21.34","21.352"
"1068","21.36","21.353"
"1069","21.38","21.338"
"1070","21.40","21.334"
"1071","21.42","21.339"
"1072","21.44","21.328"
"1073","21.46","21.334"
"1074","21.48","21.339"
"1075","21.50","21.343"
"1076","21.52","21.341"
"1077","21.54","21.341"
"1078","21.56","21.356"
"1079","21.58","21.365"
"1080","21.60","21.363"
"1081","21.62","21.366"
"1082","21.64","21.365"
"1083","21.66","21.359"
"1084","21.68","21.361"
"1085","21.70","21.360"
"1086","21.72","21.353"
"1087","21.74","21.345"
"1088","21.76","21.339"
"1089","21.78","21.335"
"1090","21.80","21.339"
"1091","21.82","21.335"
"1092","21.84","21.333"
"1093","21.86","21.341"
"1094","21.88","21.344"
"1095","21.90","21.340"
"1096","21.92","21.349"
"1097","21.94","21.350"
"1098","21.96","21.352"
"1099","21.98","21.352"
"1100","22.00","21.345"
"1101","22.02","21.354"
"1102","22.04","21.341"
"1103","22.06","21.350"
"1104","22.08","21.349"
"1105","22.10","21.350"
"1106","22.12","21.339"
"1107","22.14","21.337"
"1108","22.16","21.336"
"1109","22.18","21.338"
