Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 788
Start Time: 1/25/2023 2:31:01.94 PM
Scan Rate: 50
Sample,Time (s),CH1 (°C)
142,2.84,18.130
143,2.86,18.122
144,2.88,18.135
145,2.90,18.139
146,2.92,18.129
147,2.94,18.134
148,2.96,18.124
149,2.98,18.141
150,3.00,18.142
151,3.02,18.130
152,3.04,18.138
153,3.06,18.132
154,3.08,18.138
155,3.10,18.138
156,3.12,18.134
157,3.14,18.132
158,3.16,18.127
159,3.18,18.131
160,3.20,18.133
161,3.22,18.142
162,3.24,18.143
163,3.26,18.135
164,3.28,18.118
165,3.30,18.135
166,3.32,18.127
167,3.34,18.137
168,3.36,18.130
169,3.38,18.130
170,3.40,18.137
171,3.42,18.124
172,3.44,18.126
173,3.46,18.120
174,3.48,18.120
175,3.50,18.127
176,3.52,18.123
177,3.54,18.129
178,3.56,18.130
179,3.58,18.119
180,3.60,18.130
181,3.62,18.123
182,3.64,18.123
183,3.66,18.127
184,3.68,18.123
185,3.70,18.121
186,3.72,18.126
187,3.74,18.123
188,3.76,18.119
189,3.78,18.120
190,3.80,18.118
191,3.82,18.112
192,3.84,18.120
193,3.86,18.126
194,3.88,18.136
195,3.90,18.131
196,3.92,18.126
197,3.94,18.128
198,3.96,18.118
199,3.98,18.126
200,4.00,18.122
201,4.02,18.109
202,4.04,18.129
203,4.06,18.122
204,4.08,18.122
205,4.10,18.131
206,4.12,18.123
207,4.14,18.127
208,4.16,18.137
209,4.18,18.138
210,4.20,18.139
211,4.22,18.127
212,4.24,18.122
213,4.26,18.116
214,4.28,18.107
215,4.30,18.109
216,4.32,18.114
217,4.34,18.109
218,4.36,18.103
219,4.38,18.096
220,4.40,18.103
221,4.42,18.097
222,4.44,18.089
223,4.46,18.093
224,4.48,18.105
225,4.50,18.090
226,4.52,18.101
227,4.54,18.103
228,4.56,18.119
229,4.58,18.127
230,4.60,18.117
231,4.62,18.119
232,4.64,18.121
233,4.66,18.133
234,4.68,18.141
235,4.70,18.135
236,4.72,18.143
237,4.74,18.142
238,4.76,18.122
239,4.78,18.132
240,4.80,18.132
241,4.82,18.137
242,4.84,18.150
243,4.86,18.150
244,4.88,18.151
245,4.90,18.152
246,4.92,18.151
247,4.94,18.156
248,4.96,18.153
249,4.98,18.141
250,5.00,18.132
251,5.02,18.124
252,5.04,18.114
253,5.06,18.103
254,5.08,18.107
255,5.10,18.116
256,5.12,18.120
257,5.14,18.121
258,5.16,18.123
259,5.18,18.121
260,5.20,18.116
261,5.22,18.132
262,5.24,18.113
263,5.26,18.113
264,5.28,18.106
265,5.30,18.109
266,5.32,18.110
267,5.34,18.100
268,5.36,18.101
269,5.38,18.114
270,5.40,18.097
271,5.42,18.117
272,5.44,18.106
273,5.46,18.108
274,5.48,18.111
275,5.50,18.103
276,5.52,18.123
277,5.54,18.123
278,5.56,18.136
279,5.58,18.151
280,5.60,18.137
281,5.62,18.228
282,5.64,18.053
283,5.66,18.039
284,5.68,17.995
285,5.70,18.027
286,5.72,13.966
287,5.74,8.894
288,5.76,5.798
289,5.78,4.223
290,5.80,3.006
291,5.82,2.216
292,5.84,1.677
293,5.86,1.328
294,5.88,1.119
295,5.90,0.874
296,5.92,0.668
297,5.94,0.580
298,5.96,0.533
299,5.98,0.461
300,6.00,0.459
301,6.02,0.346
302,6.04,0.342
303,6.06,0.308
304,6.08,0.302
305,6.10,0.269
306,6.12,0.244
307,6.14,0.225
308,6.16,0.213
309,6.18,0.207
310,6.20,0.195
311,6.22,0.158
312,6.24,0.162
313,6.26,0.148
314,6.28,0.144
315,6.30,0.103
316,6.32,0.105
317,6.34,0.102
318,6.36,0.098
319,6.38,0.089
320,6.40,0.078
321,6.42,0.080
322,6.44,0.066
323,6.46,0.085
324,6.48,0.060
325,6.50,0.052
326,6.52,0.048
327,6.54,0.036
328,6.56,0.037
329,6.58,0.027
330,6.60,0.012
331,6.62,0.003
332,6.64,0.008
333,6.66,-0.006
334,6.68,-0.005
335,6.70,-0.004
336,6.72,0.001
337,6.74,-0.013
338,6.76,-0.009
339,6.78,-0.009
340,6.80,-0.005
341,6.82,-0.007
342,6.84,-0.014
343,6.86,-0.014
344,6.88,-0.006
345,6.90,-0.006
346,6.92,-0.005
347,6.94,0.003
348,6.96,-0.015
349,6.98,-0.014
350,7.00,-0.027
351,7.02,-0.035
352,7.04,-0.036
353,7.06,-0.032
354,7.08,-0.030
355,7.10,-0.040
356,7.12,-0.046
357,7.14,-0.054
358,7.16,-0.046
359,7.18,-0.046
360,7.20,-0.044
361,7.22,-0.058
362,7.24,-0.053
363,7.26,-0.055
364,7.28,-0.066
365,7.30,-0.062
366,7.32,-0.056
367,7.34,-0.059
368,7.36,-0.070
369,7.38,-0.066
370,7.40,-0.071
371,7.42,-0.067
372,7.44,-0.066
373,7.46,-0.068
374,7.48,-0.064
375,7.50,-0.071
376,7.52,-0.072
377,7.54,-0.067
378,7.56,-0.075
379,7.58,-0.074
380,7.60,-0.073
381,7.62,-0.082
382,7.64,-0.079
383,7.66,-0.073
384,7.68,-0.076
385,7.70,-0.077
386,7.72,-0.076
387,7.74,-0.076
388,7.76,-0.078
389,7.78,-0.070
390,7.80,-0.078
391,7.82,-0.073
392,7.84,-0.074
393,7.86,-0.082
394,7.88,-0.083
395,7.90,-0.085
396,7.92,-0.078
397,7.94,-0.088
398,7.96,-0.081
399,7.98,-0.090
400,8.00,-0.093
401,8.02,-0.085
402,8.04,-0.087
403,8.06,-0.087
404,8.08,-0.084
405,8.10,-0.085
406,8.12,-0.081
407,8.14,-0.088
408,8.16,-0.093
409,8.18,-0.081
410,8.20,-0.096
411,8.22,-0.086
412,8.24,-0.083
413,8.26,-0.094
414,8.28,-0.096
415,8.30,-0.089
416,8.32,-0.095
417,8.34,-0.088
418,8.36,-0.085
419,8.38,-0.090
420,8.40,-0.089
421,8.42,-0.095
422,8.44,-0.099
423,8.46,-0.099
424,8.48,-0.099
425,8.50,-0.085
426,8.52,-0.088
427,8.54,-0.096
428,8.56,-0.085
429,8.58,-0.076
430,8.60,-0.089
431,8.62,-0.083
432,8.64,-0.090
433,8.66,-0.093
434,8.68,-0.092
435,8.70,-0.092
436,8.72,-0.087
437,8.74,-0.097
438,8.76,-0.099
439,8.78,-0.090
440,8.80,-0.100
441,8.82,-0.094
442,8.84,-0.094
443,8.86,-0.108
444,8.88,-0.102
445,8.90,-0.093
446,8.92,-0.103
447,8.94,-0.094
448,8.96,-0.093
449,8.98,-0.102
450,9.00,-0.096
451,9.02,-0.102
452,9.04,-0.095
453,9.06,-0.096
454,9.08,-0.095
455,9.10,-0.102
456,9.12,-0.102
457,9.14,-0.096
458,9.16,-0.094
459,9.18,-0.097
460,9.20,-0.094
461,9.22,-0.094
462,9.24,-0.099
463,9.26,-0.095
464,9.28,-0.103
465,9.30,-0.106
466,9.32,-0.095
467,9.34,-0.098
468,9.36,-0.095
469,9.38,-0.099
470,9.40,-0.096
471,9.42,-0.095
472,9.44,-0.098
473,9.46,-0.092
474,9.48,-0.093
475,9.50,-0.093
476,9.52,-0.096
477,9.54,-0.111
478,9.56,-0.098
479,9.58,-0.100
480,9.60,-0.102
481,9.62,-0.099
482,9.64,-0.106
483,9.66,-0.096
484,9.68,-0.099
485,9.70,-0.107
486,9.72,-0.099
487,9.74,-0.105
488,9.76,-0.100
489,9.78,-0.108
490,9.80,-0.104
491,9.82,-0.104
492,9.84,-0.111
493,9.86,-0.105
494,9.88,-0.101
495,9.90,-0.105
496,9.92,-0.108
497,9.94,-0.110
498,9.96,-0.098
499,9.98,-0.090
500,10.00,-0.105
501,10.02,-0.112
502,10.04,-0.104
503,10.06,-0.102
504,10.08,-0.099
505,10.10,-0.101
506,10.12,-0.097
507,10.14,-0.103
508,10.16,-0.109
509,10.18,-0.102
510,10.20,-0.100
511,10.22,-0.105
512,10.24,-0.108
513,10.26,-0.113
514,10.28,-0.105
515,10.30,-0.102
516,10.32,-0.110
517,10.34,-0.098
518,10.36,-0.104
519,10.38,-0.112
520,10.40,-0.108
521,10.42,-0.108
522,10.44,-0.111
523,10.46,-0.110
524,10.48,-0.107
525,10.50,-0.105
526,10.52,-0.113
527,10.54,-0.106
528,10.56,-0.108
529,10.58,-0.100
530,10.60,-0.099
531,10.62,-0.109
532,10.64,-0.110
533,10.66,-0.109
534,10.68,-0.109
535,10.70,-0.105
536,10.72,-0.104
537,10.74,-0.104
538,10.76,-0.106
539,10.78,-0.105
540,10.80,-0.104
541,10.82,-0.095
542,10.84,-0.101
543,10.86,-0.103
544,10.88,-0.105
545,10.90,-0.101
546,10.92,-0.097
547,10.94,-0.112
548,10.96,-0.101
549,10.98,-0.108
550,11.00,-0.108
551,11.02,-0.102
552,11.04,-0.101
553,11.06,-0.102
554,11.08,-0.110
555,11.10,-0.099
556,11.12,-0.104
557,11.14,-0.109
558,11.16,-0.116
559,11.18,-0.119
560,11.20,-0.108
561,11.22,-0.106
562,11.24,-0.100
563,11.26,-0.096
564,11.28,-0.102
565,11.30,-0.105
566,11.32,-0.095
567,11.34,-0.114
568,11.36,-0.108
569,11.38,-0.100
570,11.40,-0.112
571,11.42,-0.105
572,11.44,-0.104
573,11.46,-0.119
574,11.48,-0.113
575,11.50,-0.101
576,11.52,-0.105
577,11.54,-0.111
578,11.56,-0.116
579,11.58,-0.108
580,11.60,-0.099
581,11.62,-0.101
582,11.64,-0.109
583,11.66,-0.105
584,11.68,-0.104
585,11.70,-0.105
586,11.72,-0.110
587,11.74,-0.106
588,11.76,-0.106
589,11.78,-0.104
590,11.80,-0.097
591,11.82,-0.107
592,11.84,-0.105
593,11.86,-0.098
594,11.88,-0.108
595,11.90,-0.106
596,11.92,-0.107
597,11.94,-0.109
598,11.96,-0.104
599,11.98,-0.108
600,12.00,-0.098
601,12.02,-0.109
602,12.04,-0.104
603,12.06,-0.103
604,12.08,-0.106
605,12.10,-0.108
606,12.12,-0.105
607,12.14,-0.113
608,12.16,-0.106
609,12.18,-0.110
610,12.20,-0.114
611,12.22,-0.104
612,12.24,-0.102
613,12.26,-0.105
614,12.28,-0.110
615,12.30,-0.109
616,12.32,-0.110
617,12.34,-0.110
618,12.36,-0.109
619,12.38,-0.108
620,12.40,-0.114
621,12.42,-0.114
622,12.44,-0.108
623,12.46,-0.105
624,12.48,-0.109
625,12.50,-0.112
626,12.52,-0.108
627,12.54,-0.103
628,12.56,-0.097
629,12.58,-0.111
630,12.60,-0.110
631,12.62,-0.100
632,12.64,-0.103
633,12.66,-0.115
634,12.68,-0.113
635,12.70,-0.108
636,12.72,-0.109
637,12.74,-0.116
638,12.76,-0.107
639,12.78,-0.102
640,12.80,-0.113
641,12.82,-0.106
642,12.84,-0.112
643,12.86,-0.111
644,12.88,-0.108
645,12.90,-0.099
646,12.92,-0.106
647,12.94,-0.109
648,12.96,-0.110
649,12.98,-0.107
650,13.00,-0.108
651,13.02,-0.118
652,13.04,-0.114
653,13.06,-0.120
654,13.08,-0.109
655,13.10,-0.104
656,13.12,-0.108
657,13.14,-0.112
658,13.16,-0.111
659,13.18,-0.110
660,13.20,-0.112
661,13.22,-0.113
662,13.24,-0.113
663,13.26,-0.117
664,13.28,-0.111
665,13.30,-0.113
666,13.32,-0.106
667,13.34,-0.109
668,13.36,-0.102
669,13.38,-0.115
670,13.40,-0.110
671,13.42,-0.113
672,13.44,-0.111
673,13.46,-0.108
674,13.48,-0.111
675,13.50,-0.102
676,13.52,-0.104
677,13.54,-0.114
678,13.56,-0.106
679,13.58,-0.108
680,13.60,-0.112
681,13.62,-0.108
682,13.64,-0.113
683,13.66,-0.105
684,13.68,-0.108
685,13.70,-0.106
686,13.72,-0.103
687,13.74,-0.098
688,13.76,-0.108
689,13.78,-0.111
690,13.80,-0.109
691,13.82,-0.111
692,13.84,-0.114
693,13.86,-0.105
694,13.88,-0.110
695,13.90,-0.106
696,13.92,-0.106
697,13.94,-0.107
698,13.96,-0.113
699,13.98,-0.102
700,14.00,-0.111
701,14.02,-0.110
702,14.04,-0.113
703,14.06,-0.108
704,14.08,-0.104
705,14.10,-0.105
706,14.12,-0.109
707,14.14,-0.110
708,14.16,-0.110
709,14.18,-0.102
710,14.20,-0.116
711,14.22,-0.105
712,14.24,-0.109
713,14.26,-0.106
714,14.28,-0.110
715,14.30,-0.101
716,14.32,-0.106
717,14.34,-0.113
718,14.36,-0.110
719,14.38,-0.106
720,14.40,-0.110
721,14.42,-0.117
722,14.44,-0.110
723,14.46,-0.111
724,14.48,-0.109
725,14.50,-0.102
726,14.52,-0.098
727,14.54,-0.104
728,14.56,-0.108
729,14.58,-0.109
730,14.60,-0.098
731,14.62,-0.105
732,14.64,-0.102
733,14.66,-0.102
734,14.68,-0.106
735,14.70,-0.112
736,14.72,-0.105
737,14.74,-0.112
738,14.76,-0.105
739,14.78,-0.110
740,14.80,-0.111
741,14.82,-0.106
742,14.84,-0.101
743,14.86,-0.113
744,14.88,-0.105
745,14.90,-0.108
746,14.92,-0.103
747,14.94,-0.127
748,14.96,-0.113
749,14.98,-0.112
750,15.00,-0.119
751,15.02,-0.113
752,15.04,-0.109
753,15.06,-0.115
754,15.08,-0.113
755,15.10,-0.111
756,15.12,-0.100
757,15.14,-0.103
758,15.16,-0.119
759,15.18,-0.100
760,15.20,-0.113
761,15.22,-0.107
762,15.24,-0.107
763,15.26,-0.107
764,15.28,-0.105
765,15.30,-0.108
766,15.32,-0.113
767,15.34,-0.117
768,15.36,-0.112
769,15.38,-0.106
770,15.40,-0.114
771,15.42,-0.117
772,15.44,-0.113
773,15.46,-0.116
774,15.48,-0.109
775,15.50,-0.110
776,15.52,-0.108
777,15.54,-0.102
778,15.56,-0.110
779,15.58,-0.108
780,15.60,-0.109
781,15.62,-0.105
782,15.64,-0.115
783,15.66,-0.117
784,15.68,-0.111
785,15.70,-0.111
786,15.72,-0.107
787,15.74,-0.114
