Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 16
Start Time: 1/25/2023 2:33:03 PM
Scan Rate: 1
Sample,Time (s),CH1 (°C)
0,0,16.115
1,1,16.118
2,2,16.125
3,3,16.034
4,4,15.958
5,5,15.931
6,6,15.897
7,7,15.857
8,8,0.914
9,9,-0.022
10,10,-0.052
11,11,-0.075
12,12,-0.078
13,13,-0.085
14,14,-0.083
15,15,-0.093
