Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 713
Start Time: 1/25/2023 2:29:49.72 PM
Scan Rate: 50
Sample,Time (s),CH1 (°C)
304,6.08,-0.115
305,6.10,-0.104
306,6.12,-0.108
307,6.14,-0.116
308,6.16,-0.108
309,6.18,-0.104
310,6.20,-0.103
311,6.22,-0.109
312,6.24,-0.105
313,6.26,-0.096
314,6.28,-0.117
315,6.30,-0.110
316,6.32,-0.116
317,6.34,-0.110
318,6.36,-0.112
319,6.38,-0.126
320,6.40,-0.113
321,6.42,-0.104
322,6.44,-0.113
323,6.46,-0.107
324,6.48,-0.124
325,6.50,-0.127
326,6.52,-0.125
327,6.54,-0.117
328,6.56,-0.116
329,6.58,-0.124
330,6.60,-0.128
331,6.62,-0.118
332,6.64,-0.121
333,6.66,-0.149
334,6.68,-0.141
335,6.70,-0.134
336,6.72,-0.133
337,6.74,-0.131
338,6.76,-0.124
339,6.78,-0.124
340,6.80,-0.122
341,6.82,-0.108
342,6.84,-0.121
343,6.86,-0.131
344,6.88,-0.134
345,6.90,-0.133
346,6.92,-0.120
347,6.94,-0.125
348,6.96,-0.123
349,6.98,-0.132
350,7.00,-0.127
351,7.02,-0.138
352,7.04,-0.135
353,7.06,-0.146
354,7.08,-0.139
355,7.10,-0.150
356,7.12,-0.155
357,7.14,-0.147
358,7.16,-0.149
359,7.18,-0.153
360,7.20,-0.159
361,7.22,-0.154
362,7.24,-0.176
363,7.26,-0.142
364,7.28,-0.140
365,7.30,-0.146
366,7.32,-0.123
367,7.34,-0.123
368,7.36,-0.130
369,7.38,-0.138
370,7.40,-0.148
371,7.42,-0.146
372,7.44,-0.146
373,7.46,-0.143
374,7.48,-0.147
375,7.50,-0.145
376,7.52,-0.144
377,7.54,-0.149
378,7.56,-0.157
379,7.58,-0.153
380,7.60,-0.160
381,7.62,-0.155
382,7.64,-0.157
383,7.66,-0.159
384,7.68,-0.147
385,7.70,-0.151
386,7.72,-0.157
387,7.74,-0.152
388,7.76,-0.158
389,7.78,-0.157
390,7.80,-0.152
391,7.82,-0.165
392,7.84,-0.159
393,7.86,-0.152
394,7.88,-0.152
395,7.90,-0.165
396,7.92,-0.157
397,7.94,-0.161
398,7.96,-0.164
399,7.98,-0.169
400,8.00,-0.171
401,8.02,-0.181
402,8.04,-0.171
403,8.06,-0.177
404,8.08,-0.166
405,8.10,-0.160
406,8.12,-0.158
407,8.14,-0.162
408,8.16,-0.152
409,8.18,-0.153
410,8.20,-0.157
411,8.22,-0.149
412,8.24,-0.155
413,8.26,-0.157
414,8.28,-0.158
415,8.30,-0.157
416,8.32,-0.153
417,8.34,-0.164
418,8.36,-0.166
419,8.38,-0.155
420,8.40,-0.169
421,8.42,-0.163
422,8.44,-0.163
423,8.46,-0.163
424,8.48,-0.168
425,8.50,-0.180
426,8.52,-0.160
427,8.54,-0.167
428,8.56,-0.161
429,8.58,-0.165
430,8.60,-0.164
431,8.62,-0.164
432,8.64,-0.165
433,8.66,-0.168
434,8.68,-0.153
435,8.70,-0.153
436,8.72,-0.151
437,8.74,-0.154
438,8.76,-0.163
439,8.78,-0.151
440,8.80,-0.165
441,8.82,-0.155
442,8.84,-0.166
443,8.86,-0.162
444,8.88,-0.163
445,8.90,-0.159
446,8.92,-0.164
447,8.94,-0.164
448,8.96,-0.158
449,8.98,-0.171
450,9.00,-0.169
451,9.02,-0.176
452,9.04,-0.181
453,9.06,-0.177
454,9.08,-0.182
455,9.10,-0.176
456,9.12,-0.165
457,9.14,-0.166
458,9.16,-0.172
459,9.18,-0.162
460,9.20,-0.162
461,9.22,-0.159
462,9.24,-0.152
463,9.26,-0.150
464,9.28,-0.145
465,9.30,-0.156
466,9.32,-0.147
467,9.34,-0.147
468,9.36,-0.143
469,9.38,-0.142
470,9.40,-0.158
471,9.42,-0.153
472,9.44,-0.160
473,9.46,-0.154
474,9.48,-0.160
475,9.50,-0.160
476,9.52,-0.152
477,9.54,-0.159
478,9.56,-0.171
479,9.58,-0.163
480,9.60,-0.165
481,9.62,-0.166
482,9.64,-0.170
483,9.66,-0.165
484,9.68,-0.164
485,9.70,-0.159
486,9.72,-0.164
487,9.74,-0.165
488,9.76,-0.167
489,9.78,-0.147
490,9.80,-0.155
491,9.82,-0.156
492,9.84,-0.157
493,9.86,-0.160
494,9.88,-0.157
495,9.90,-0.158
496,9.92,-0.168
497,9.94,-0.159
498,9.96,-0.163
499,9.98,-0.163
500,10.00,-0.158
501,10.02,-0.158
502,10.04,-0.161
503,10.06,-0.159
504,10.08,-0.153
505,10.10,-0.158
506,10.12,-0.151
507,10.14,-0.150
508,10.16,-0.142
509,10.18,-0.134
510,10.20,-0.088
511,10.22,-0.084
512,10.24,-0.082
513,10.26,-0.107
514,10.28,-0.110
515,10.30,-0.102
516,10.32,-0.111
517,10.34,-0.139
518,10.36,-0.160
519,10.38,-0.159
520,10.40,-0.150
521,10.42,-0.158
522,10.44,-0.147
523,10.46,-0.165
524,10.48,-0.161
525,10.50,-0.164
526,10.52,-0.183
527,10.54,-0.172
528,10.56,-0.192
529,10.58,-0.207
530,10.60,-0.206
531,10.62,-0.217
532,10.64,-0.197
533,10.66,-0.188
534,10.68,-0.186
535,10.70,-0.182
536,10.72,-0.188
537,10.74,-0.176
538,10.76,-0.174
539,10.78,-0.171
540,10.80,-0.162
541,10.82,-0.166
542,10.84,-0.170
543,10.86,-0.159
544,10.88,-0.155
545,10.90,-0.160
546,10.92,-0.161
547,10.94,-0.166
548,10.96,-0.156
549,10.98,-0.151
550,11.00,-0.159
551,11.02,-0.162
552,11.04,-0.164
553,11.06,-0.155
554,11.08,-0.143
555,11.10,-0.136
556,11.12,-0.123
557,11.14,-0.094
558,11.16,-0.006
559,11.18,-0.037
560,11.20,-0.074
561,11.22,-0.108
562,11.24,-0.153
563,11.26,-0.210
564,11.28,-0.214
565,11.30,-0.220
566,11.32,-0.255
567,11.34,-0.180
568,11.36,-0.165
569,11.38,-0.156
570,11.40,-0.159
571,11.42,-0.170
572,11.44,-0.160
573,11.46,-0.159
574,11.48,-0.166
575,11.50,-0.176
576,11.52,-0.175
577,11.54,-0.168
578,11.56,-0.173
579,11.58,-0.161
580,11.60,-0.144
581,11.62,-0.137
582,11.64,-0.112
583,11.66,-0.135
584,11.68,-0.161
585,11.70,-0.181
586,11.72,-0.171
587,11.74,-0.184
588,11.76,-0.187
589,11.78,-0.187
590,11.80,-0.181
591,11.82,-0.169
592,11.84,-0.167
593,11.86,-0.169
594,11.88,-0.164
595,11.90,-0.170
596,11.92,-0.167
597,11.94,-0.164
598,11.96,-0.174
599,11.98,-0.184
600,12.00,-0.189
601,12.02,-0.193
602,12.04,-0.198
603,12.06,-0.225
604,12.08,-0.237
605,12.10,-0.195
606,12.12,-0.180
607,12.14,-0.186
608,12.16,-0.177
609,12.18,-0.177
610,12.20,-0.171
611,12.22,-0.179
612,12.24,-0.175
613,12.26,-0.176
614,12.28,-0.168
615,12.30,-0.179
616,12.32,-0.157
617,12.34,-0.151
618,12.36,-0.166
619,12.38,-0.170
620,12.40,-0.170
621,12.42,-0.171
622,12.44,-0.183
623,12.46,-0.188
624,12.48,-0.171
