Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 509
Start Time: 1/18/2023 3:15:03.9 PM
Scan Rate: 10
Sample,Time (s),CH2 (µV)
0,0.0,-240.412
1,0.1,-240.151
2,0.2,-240.467
3,0.3,-241.129
4,0.4,-240.905
5,0.5,-241.259
6,0.6,-241.380
7,0.7,-241.743
8,0.8,-241.697
9,0.9,-242.013
10,1.0,-242.181
11,1.1,-242.582
12,1.2,-243.150
13,1.3,-242.982
14,1.4,-242.982
15,1.5,-243.541
16,1.6,-242.945
17,1.7,-243.643
18,1.8,-243.727
19,1.9,-243.923
20,2.0,-243.895
21,2.1,-244.314
22,2.2,-244.332
23,2.3,-244.556
24,2.4,-244.621
25,2.5,-244.938
26,2.6,-244.882
27,2.7,-245.059
28,2.8,-244.882
29,2.9,-245.105
30,3.0,-245.413
31,3.1,-245.534
32,3.2,-245.627
33,3.3,-246.065
34,3.4,-245.869
35,3.5,-245.711
36,3.6,-246.232
37,3.7,-246.409
38,3.8,-246.530
39,3.9,-246.670
40,4.0,-246.642
41,4.1,-246.661
42,4.2,-246.977
43,4.3,-246.996
44,4.4,-246.987
45,4.5,-246.847
46,4.6,-247.285
47,4.7,-247.005
48,4.8,-247.201
49,4.9,-247.387
50,5.0,-247.145
51,5.1,-247.527
52,5.2,-247.359
53,5.3,-247.564
54,5.4,-247.657
55,5.5,-247.872
56,5.6,-247.881
57,5.7,-247.983
58,5.8,-247.732
59,5.9,-248.095
60,6.0,-248.440
61,6.1,-248.328
62,6.2,-248.458
63,6.3,-248.719
64,6.4,-248.728
65,6.5,-248.440
66,6.6,-248.924
67,6.7,-248.579
68,6.8,-248.849
69,6.9,-248.663
70,7.0,-248.738
71,7.1,-248.952
72,7.2,-248.877
73,7.3,-248.654
74,7.4,-248.626
75,7.5,-248.700
76,7.6,-248.821
77,7.7,-248.635
78,7.8,-248.728
79,7.9,-249.036
80,8.0,-248.663
81,8.1,-249.175
82,8.2,-248.589
83,8.3,-248.449
84,8.4,-248.393
85,8.5,-248.570
86,8.6,-247.760
87,8.7,-248.384
88,8.8,-247.937
89,8.9,-248.253
90,9.0,-248.328
91,9.1,-248.021
92,9.2,-248.048
93,9.3,-248.151
94,9.4,-248.384
95,9.5,-248.188
96,9.6,-248.235
97,9.7,-248.188
98,9.8,-248.123
99,9.9,-248.468
100,10.0,-248.328
101,10.1,-248.402
102,10.2,-248.523
103,10.3,-248.654
104,10.4,-248.421
105,10.5,-248.663
106,10.6,-248.607
107,10.7,-248.579
108,10.8,-248.468
109,10.9,-248.859
110,11.0,-248.691
111,11.1,-249.101
112,11.2,-248.887
113,11.3,-249.306
114,11.4,-249.539
115,11.5,-249.203
116,11.6,-249.427
117,11.7,-249.092
118,11.8,-249.203
119,11.9,-249.250
120,12.0,-249.445
121,12.1,-249.371
122,12.2,-249.827
123,12.3,-249.548
124,12.4,-249.520
125,12.5,-250.004
126,12.6,-250.032
127,12.7,-250.004
128,12.8,-250.321
129,12.9,-250.516
130,13.0,-250.135
131,13.1,-250.274
132,13.2,-250.144
133,13.3,-250.544
134,13.4,-250.442
135,13.5,-250.526
136,13.6,-250.684
137,13.7,-251.131
138,13.8,-251.001
139,13.9,-250.870
140,14.0,-251.094
141,14.1,-251.271
142,14.2,-251.317
143,14.3,-251.271
144,14.4,-251.587
145,14.5,-251.457
146,14.6,-251.466
147,14.7,-251.122
148,14.8,-251.420
149,14.9,-251.401
150,15.0,-250.926
151,15.1,-251.532
152,15.2,-251.420
153,15.3,-251.662
154,15.4,-251.299
155,15.5,-251.569
156,15.6,-251.615
157,15.7,-251.997
158,15.8,-251.802
159,15.9,-251.839
160,16.0,-252.128
161,16.1,-251.681
162,16.2,-252.249
163,16.3,-251.932
164,16.4,-252.165
165,16.5,-252.258
166,16.6,-251.913
167,16.7,-252.202
168,16.8,-252.379
169,16.9,-252.584
170,17.0,-252.435
171,17.1,-252.277
172,17.2,-252.109
173,17.3,-252.184
174,17.4,-252.370
175,17.5,-252.202
176,17.6,-252.454
177,17.7,-252.454
178,17.8,-252.426
179,17.9,-252.565
180,18.0,-252.537
181,18.1,-252.584
182,18.2,-252.584
183,18.3,-252.454
184,18.4,-252.929
185,18.5,-252.668
186,18.6,-253.171
187,18.7,-252.994
188,18.8,-252.919
189,18.9,-252.733
190,19.0,-252.742
191,19.1,-252.845
192,19.2,-252.547
193,19.3,-253.040
194,19.4,-253.087
195,19.5,-252.938
196,19.6,-253.376
197,19.7,-253.357
198,19.8,-253.515
199,19.9,-253.506
200,20.0,-253.590
201,20.1,-253.329
202,20.2,-253.553
203,20.3,-253.664
204,20.4,-253.329
205,20.5,-253.394
206,20.6,-253.813
207,20.7,-253.394
208,20.8,-253.171
209,20.9,-253.487
210,21.0,-253.320
211,21.1,-253.515
212,21.2,-253.236
213,21.3,-253.040
214,21.4,-252.957
215,21.5,-252.929
216,21.6,-253.078
217,21.7,-252.910
218,21.8,-252.770
219,21.9,-252.752
220,22.0,-252.863
221,22.1,-252.733
222,22.2,-252.640
223,22.3,-252.603
224,22.4,-252.854
225,22.5,-252.817
226,22.6,-252.817
227,22.7,-252.854
228,22.8,-252.789
229,22.9,-252.593
230,23.0,-252.565
231,23.1,-252.677
232,23.2,-252.631
233,23.3,-253.059
234,23.4,-252.984
235,23.5,-253.096
236,23.6,-253.199
237,23.7,-253.106
238,23.8,-253.180
239,23.9,-253.087
240,24.0,-253.199
241,24.1,-253.012
242,24.2,-252.984
243,24.3,-253.152
244,24.4,-253.152
245,24.5,-253.310
246,24.6,-253.478
247,24.7,-253.608
248,24.8,-253.608
249,24.9,-253.962
250,25.0,-254.046
251,25.1,-253.832
252,25.2,-253.823
253,25.3,-254.177
254,25.4,-254.055
255,25.5,-254.158
256,25.6,-254.214
257,25.7,-254.530
258,25.8,-254.307
259,25.9,-254.381
260,26.0,-254.605
261,26.1,-254.214
262,26.2,-254.242
