Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 510
Start Time: 1/18/2023 3:19:05.0 PM
Scan Rate: 10
Sample,Time (s),CH2 (µV)
282,28.2,-251.988
283,28.3,-251.709
284,28.4,-251.327
285,28.5,-251.420
286,28.6,-251.448
287,28.7,-251.271
288,28.8,-250.749
289,28.9,-250.591
290,29.0,-250.526
291,29.1,-250.256
292,29.2,-250.218
293,29.3,-249.548
294,29.4,-249.650
295,29.5,-249.334
296,29.6,-248.840
297,29.7,-248.421
298,29.8,-248.505
299,29.9,-248.244
300,30.0,-247.844
301,30.1,-247.713
302,30.2,-247.238
303,30.3,-247.043
304,30.4,-246.847
305,30.5,-246.577
306,30.6,-246.027
307,30.7,-245.953
308,30.8,-245.804
309,30.9,-245.348
310,31.0,-244.817
311,31.1,-244.854
312,31.2,-244.584
313,31.3,-244.295
314,31.4,-244.221
315,31.5,-244.044
316,31.6,-243.830
317,31.7,-243.923
318,31.8,-243.317
319,31.9,-243.289
320,32.0,-242.805
321,32.1,-242.442
322,32.2,-242.088
323,32.3,-242.190
324,32.4,-241.613
325,32.5,-241.306
326,32.6,-240.980
327,32.7,-240.700
328,32.8,-240.300
329,32.9,-239.918
330,33.0,-239.816
331,33.1,-239.685
332,33.2,-239.266
333,33.3,-239.136
334,33.4,-238.838
335,33.5,-238.549
336,33.6,-238.279
337,33.7,-237.916
338,33.8,-238.167
339,33.9,-237.916
340,34.0,-237.683
341,34.1,-237.590
342,34.2,-237.124
343,34.3,-237.003
344,34.4,-236.928
345,34.5,-236.947
346,34.6,-236.724
347,34.7,-236.761
348,34.8,-236.882
349,34.9,-236.752
350,35.0,-236.472
351,35.1,-236.258
352,35.2,-236.249
353,35.3,-236.416
354,35.4,-236.109
355,35.5,-236.165
356,35.6,-236.044
357,35.7,-236.165
358,35.8,-236.109
359,35.9,-235.951
360,36.0,-236.100
361,36.1,-236.044
362,36.2,-236.183
363,36.3,-236.062
364,36.4,-235.839
365,36.5,-235.830
366,36.6,-236.090
367,36.7,-236.034
368,36.8,-236.202
369,36.9,-235.997
370,37.0,-236.053
371,37.1,-236.277
372,37.2,-236.034
373,37.3,-236.239
374,37.4,-236.174
375,37.5,-236.239
376,37.6,-236.426
377,37.7,-236.286
378,37.8,-236.165
379,37.9,-236.090
380,38.0,-236.062
381,38.1,-235.699
382,38.2,-235.662
383,38.3,-235.680
384,38.4,-235.820
385,38.5,-235.345
386,38.6,-235.047
387,38.7,-235.382
388,38.8,-235.494
389,38.9,-235.783
390,39.0,-235.513
391,39.1,-235.243
392,39.2,-235.746
393,39.3,-235.690
394,39.4,-235.504
395,39.5,-235.382
396,39.6,-235.252
397,39.7,-235.187
398,39.8,-235.066
399,39.9,-235.215
400,40.0,-235.029
401,40.1,-235.122
402,40.2,-235.206
403,40.3,-235.429
404,40.4,-235.057
405,40.5,-235.019
406,40.6,-234.907
407,40.7,-235.057
408,40.8,-235.541
409,40.9,-235.215
410,41.0,-235.206
411,41.1,-235.736
412,41.2,-236.100
413,41.3,-236.183
414,41.4,-235.904
415,41.5,-235.951
416,41.6,-235.746
417,41.7,-235.857
418,41.8,-235.653
419,41.9,-236.006
420,42.0,-236.295
421,42.1,-236.500
422,42.2,-236.705
423,42.3,-237.338
424,42.4,-237.729
425,42.5,-237.720
426,42.6,-237.497
427,42.7,-237.897
428,42.8,-237.934
429,42.9,-238.568
430,43.0,-238.344
431,43.1,-238.707
432,43.2,-238.782
433,43.3,-238.921
434,43.4,-239.126
435,43.5,-238.819
436,43.6,-239.303
437,43.7,-238.987
438,43.8,-239.182
439,43.9,-239.639
440,44.0,-239.797
441,44.1,-239.238
442,44.2,-239.508
443,44.3,-239.480
444,44.4,-239.192
445,44.5,-239.331
446,44.6,-239.490
447,44.7,-239.359
448,44.8,-239.350
449,44.9,-239.434
450,45.0,-239.648
451,45.1,-239.573
452,45.2,-239.490
453,45.3,-239.396
454,45.4,-239.136
455,45.5,-239.322
456,45.6,-239.257
457,45.7,-239.182
458,45.8,-239.033
459,45.9,-239.108
460,46.0,-239.396
461,46.1,-239.117
462,46.2,-239.154
463,46.3,-239.117
464,46.4,-238.921
465,46.5,-238.931
466,46.6,-238.717
467,46.7,-238.726
468,46.8,-238.838
469,46.9,-238.782
470,47.0,-238.540
471,47.1,-238.363
472,47.2,-238.502
473,47.3,-238.158
474,47.4,-238.242
475,47.5,-238.139
476,47.6,-238.419
477,47.7,-238.214
478,47.8,-238.512
479,47.9,-238.288
480,48.0,-238.121
481,48.1,-238.195
482,48.2,-238.484
483,48.3,-238.391
484,48.4,-238.074
485,48.5,-238.353
486,48.6,-238.214
487,48.7,-238.204
488,48.8,-238.083
489,48.9,-238.074
490,49.0,-237.497
491,49.1,-237.478
492,49.2,-237.282
493,49.3,-237.832
494,49.4,-237.655
495,49.5,-237.375
496,49.6,-236.873
497,49.7,-237.413
498,49.8,-237.068
499,49.9,-237.003
500,50.0,-237.180
501,50.1,-236.975
502,50.2,-236.956
503,50.3,-236.891
504,50.4,-236.928
505,50.5,-237.012
506,50.6,-236.882
507,50.7,-237.059
508,50.8,-237.264
509,50.9,-237.357
