Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 512
Start Time: 1/18/2023 3:16:37.8 PM
Scan Rate: 10
Sample,Time (s),CH2 (µV)
0,0.0,-247.257
1,0.1,-246.596
2,0.2,-246.624
3,0.3,-247.248
4,0.4,-247.126
5,0.5,-247.397
6,0.6,-247.499
7,0.7,-247.424
8,0.8,-247.592
9,0.9,-247.555
10,1.0,-247.238
11,1.1,-247.173
12,1.2,-247.303
13,1.3,-247.331
14,1.4,-246.940
15,1.5,-247.210
16,1.6,-247.210
17,1.7,-247.313
18,1.8,-247.192
19,1.9,-247.061
20,2.0,-247.248
21,2.1,-246.922
22,2.2,-247.266
23,2.3,-246.689
24,2.4,-247.275
25,2.5,-246.968
26,2.6,-247.071
27,2.7,-247.089
28,2.8,-247.201
29,2.9,-247.136
30,3.0,-247.331
31,3.1,-247.676
32,3.2,-247.648
33,3.3,-247.620
34,3.4,-247.778
35,3.5,-247.424
36,3.6,-247.732
37,3.7,-247.862
38,3.8,-247.527
39,3.9,-247.769
40,4.0,-247.927
41,4.1,-247.648
42,4.2,-248.114
43,4.3,-248.104
44,4.4,-247.872
45,4.5,-248.207
46,4.6,-248.160
47,4.7,-248.104
48,4.8,-248.272
49,4.9,-248.747
50,5.0,-248.402
51,5.1,-248.747
52,5.2,-248.495
53,5.3,-248.961
54,5.4,-248.905
55,5.5,-248.859
56,5.6,-248.626
57,5.7,-248.970
58,5.8,-249.324
59,5.9,-249.101
60,6.0,-249.334
61,6.1,-249.650
62,6.2,-249.529
63,6.3,-249.436
64,6.4,-250.023
65,6.5,-249.883
66,6.6,-249.529
67,6.7,-249.567
68,6.8,-249.734
69,6.9,-249.771
70,7.0,-249.986
71,7.1,-249.883
72,7.2,-250.023
73,7.3,-250.116
74,7.4,-250.265
75,7.5,-250.433
76,7.6,-250.237
77,7.7,-250.610
78,7.8,-250.777
79,7.9,-250.954
80,8.0,-251.308
81,8.1,-251.066
82,8.2,-251.345
83,8.3,-251.476
84,8.4,-251.634
85,8.5,-252.184
86,8.6,-252.118
87,8.7,-252.146
88,8.8,-251.988
89,8.9,-251.941
90,9.0,-252.267
91,9.1,-252.360
92,9.2,-252.388
93,9.3,-252.696
94,9.4,-252.929
95,9.5,-253.078
96,9.6,-253.040
97,9.7,-253.012
98,9.8,-253.068
99,9.9,-253.590
100,10.0,-253.329
101,10.1,-253.636
102,10.2,-253.804
103,10.3,-253.553
104,10.4,-253.851
105,10.5,-253.962
106,10.6,-253.525
107,10.7,-254.177
108,10.8,-254.354
109,10.9,-254.689
110,11.0,-254.465
111,11.1,-254.717
112,11.2,-254.689
113,11.3,-255.145
114,11.4,-255.220
115,11.5,-255.015
116,11.6,-255.238
117,11.7,-254.847
118,11.8,-255.127
119,11.9,-254.875
120,12.0,-255.061
121,12.1,-255.015
122,12.2,-255.238
123,12.3,-254.987
124,12.4,-254.437
125,12.5,-254.447
126,12.6,-254.773
127,12.7,-254.624
128,12.8,-254.409
129,12.9,-254.745
130,13.0,-254.679
131,13.1,-254.475
132,13.2,-254.698
133,13.3,-254.409
134,13.4,-254.549
135,13.5,-254.624
136,13.6,-254.279
137,13.7,-254.018
138,13.8,-253.692
139,13.9,-253.981
140,14.0,-253.823
141,14.1,-253.478
142,14.2,-253.897
143,14.3,-253.804
144,14.4,-254.009
145,14.5,-253.730
146,14.6,-253.972
147,14.7,-253.841
148,14.8,-253.906
149,14.9,-253.981
150,15.0,-253.776
151,15.1,-253.711
152,15.2,-253.618
153,15.3,-253.860
154,15.4,-253.720
155,15.5,-253.608
156,15.6,-253.813
157,15.7,-253.608
158,15.8,-253.441
159,15.9,-253.730
160,16.0,-253.953
161,16.1,-253.981
162,16.2,-253.841
163,16.3,-253.543
164,16.4,-253.702
165,16.5,-253.497
166,16.6,-253.581
167,16.7,-253.692
168,16.8,-254.130
169,16.9,-253.767
170,17.0,-253.897
171,17.1,-254.232
172,17.2,-253.841
173,17.3,-254.326
174,17.4,-253.962
175,17.5,-254.223
176,17.6,-254.223
177,17.7,-254.204
178,17.8,-254.409
179,17.9,-254.437
180,18.0,-255.080
181,18.1,-254.745
182,18.2,-254.987
183,18.3,-255.182
184,18.4,-254.968
185,18.5,-255.089
186,18.6,-255.043
187,18.7,-255.089
188,18.8,-254.996
189,18.9,-254.903
190,19.0,-254.940
191,19.1,-255.108
192,19.2,-254.931
193,19.3,-254.652
194,19.4,-254.558
195,19.5,-254.596
196,19.6,-254.447
197,19.7,-254.493
198,19.8,-254.773
199,19.9,-254.437
200,20.0,-254.456
201,20.1,-254.354
202,20.2,-254.298
203,20.3,-254.717
204,20.4,-254.484
205,20.5,-254.530
206,20.6,-254.270
207,20.7,-254.679
208,20.8,-254.335
209,20.9,-254.428
210,21.0,-254.540
211,21.1,-254.661
212,21.2,-254.363
213,21.3,-254.055
214,21.4,-254.195
215,21.5,-254.381
216,21.6,-254.260
217,21.7,-254.400
218,21.8,-254.549
219,21.9,-254.018
220,22.0,-254.121
221,22.1,-254.251
222,22.2,-253.841
223,22.3,-253.972
224,22.4,-253.683
225,22.5,-253.562
226,22.6,-253.804
227,22.7,-253.711
228,22.8,-253.515
229,22.9,-253.804
230,23.0,-253.813
231,23.1,-253.348
232,23.2,-253.357
233,23.3,-253.506
234,23.4,-253.664
235,23.5,-253.608
236,23.6,-253.571
237,23.7,-253.804
238,23.8,-253.841
239,23.9,-254.065
240,24.0,-253.925
241,24.1,-253.981
242,24.2,-253.646
243,24.3,-253.869
244,24.4,-253.767
245,24.5,-253.869
246,24.6,-253.785
247,24.7,-253.972
248,24.8,-253.711
249,24.9,-253.646
250,25.0,-253.962
251,25.1,-253.767
252,25.2,-253.879
253,25.3,-253.906
254,25.4,-253.981
255,25.5,-253.785
256,25.6,-253.962
257,25.7,-253.813
258,25.8,-253.711
259,25.9,-253.823
260,26.0,-253.618
261,26.1,-253.469
262,26.2,-253.757
263,26.3,-253.534
264,26.4,-253.757
265,26.5,-253.618
266,26.6,-253.748
267,26.7,-253.804
268,26.8,-253.785
269,26.9,-253.655
270,27.0,-254.055
271,27.1,-254.000
272,27.2,-253.618
273,27.3,-253.441
274,27.4,-253.730
275,27.5,-253.683
276,27.6,-253.730
277,27.7,-253.292
278,27.8,-253.236
279,27.9,-253.255
280,28.0,-253.152
281,28.1,-253.012
282,28.2,-253.459
283,28.3,-253.422
284,28.4,-252.975
285,28.5,-253.683
286,28.6,-253.813
287,28.7,-253.357
288,28.8,-253.459
289,28.9,-253.236
290,29.0,-253.376
291,29.1,-253.627
292,29.2,-253.674
293,29.3,-253.925
294,29.4,-253.934
295,29.5,-253.869
296,29.6,-254.018
297,29.7,-253.739
298,29.8,-253.841
299,29.9,-253.757
300,30.0,-254.102
301,30.1,-253.767
302,30.2,-254.009
303,30.3,-253.776
304,30.4,-254.083
305,30.5,-253.646
306,30.6,-253.692
307,30.7,-253.757
308,30.8,-253.664
309,30.9,-253.813
310,31.0,-253.338
311,31.1,-253.459
312,31.2,-253.525
313,31.3,-253.692
314,31.4,-253.683
315,31.5,-253.646
316,31.6,-253.608
317,31.7,-253.683
318,31.8,-253.879
319,31.9,-253.692
320,32.0,-253.972
321,32.1,-254.158
322,32.2,-254.158
323,32.3,-253.478
324,32.4,-253.767
325,32.5,-253.934
326,32.6,-254.139
327,32.7,-253.767
328,32.8,-253.944
329,32.9,-253.804
330,33.0,-254.009
331,33.1,-254.018
332,33.2,-254.111
333,33.3,-254.111
334,33.4,-253.906
335,33.5,-254.270
336,33.6,-254.121
337,33.7,-254.130
338,33.8,-253.934
339,33.9,-254.009
340,34.0,-254.437
341,34.1,-253.730
342,34.2,-254.121
343,34.3,-253.664
344,34.4,-253.618
345,34.5,-253.236
346,34.6,-253.357
347,34.7,-253.450
348,34.8,-253.282
349,34.9,-252.891
350,35.0,-253.059
351,35.1,-253.143
352,35.2,-253.068
353,35.3,-252.938
354,35.4,-252.770
355,35.5,-252.817
356,35.6,-252.659
357,35.7,-252.323
358,35.8,-252.342
359,35.9,-251.941
360,36.0,-252.072
361,36.1,-251.597
362,36.2,-251.485
363,36.3,-251.578
364,36.4,-251.094
365,36.5,-250.880
366,36.6,-250.824
367,36.7,-250.423
368,36.8,-250.535
369,36.9,-250.600
370,37.0,-250.293
371,37.1,-249.865
372,37.2,-250.116
373,37.3,-249.762
374,37.4,-249.771
375,37.5,-249.585
376,37.6,-249.017
377,37.7,-249.045
378,37.8,-249.082
