Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 510
Start Time: 1/18/2023 3:24:03.0 PM
Scan Rate: 10
Sample,Time (s),CH2 (µV)
282,28.2,-210.367
283,28.3,-210.144
284,28.4,-210.414
285,28.5,-210.488
286,28.6,-210.702
287,28.7,-210.572
288,28.8,-210.730
289,28.9,-210.628
290,29.0,-210.712
291,29.1,-210.591
292,29.2,-210.414
293,29.3,-210.200
294,29.4,-210.498
295,29.5,-210.507
296,29.6,-210.386
297,29.7,-210.563
298,29.8,-210.665
299,29.9,-210.162
300,30.0,-210.898
301,30.1,-210.516
302,30.2,-210.674
303,30.3,-210.814
304,30.4,-211.261
305,30.5,-210.768
306,30.6,-210.544
307,30.7,-210.954
308,30.8,-210.749
309,30.9,-210.898
310,31.0,-211.112
311,31.1,-211.233
312,31.2,-210.861
313,31.3,-210.898
314,31.4,-211.131
315,31.5,-211.103
316,31.6,-210.740
317,31.7,-210.712
318,31.8,-210.786
319,31.9,-210.926
320,32.0,-210.814
321,32.1,-210.823
322,32.2,-210.805
323,32.3,-210.647
324,32.4,-210.814
325,32.5,-210.768
326,32.6,-210.768
327,32.7,-210.712
328,32.8,-210.889
329,32.9,-211.038
330,33.0,-210.721
331,33.1,-210.907
332,33.2,-210.907
333,33.3,-210.833
334,33.4,-210.684
335,33.5,-211.131
336,33.6,-210.945
337,33.7,-210.889
338,33.8,-211.000
339,33.9,-211.289
340,34.0,-210.935
341,34.1,-211.131
342,34.2,-211.010
343,34.3,-210.768
344,34.4,-210.861
345,34.5,-211.243
346,34.6,-211.149
347,34.7,-211.140
348,34.8,-211.010
349,34.9,-211.010
350,35.0,-211.084
351,35.1,-210.823
352,35.2,-210.963
353,35.3,-211.159
354,35.4,-211.261
355,35.5,-211.131
356,35.6,-211.177
357,35.7,-211.308
358,35.8,-211.652
359,35.9,-211.401
360,36.0,-211.298
361,36.1,-211.224
362,36.2,-211.103
363,36.3,-211.196
364,36.4,-211.103
365,36.5,-211.457
366,36.6,-211.438
367,36.7,-211.596
368,36.8,-211.308
369,36.9,-211.420
370,37.0,-211.382
371,37.1,-211.373
372,37.2,-211.094
373,37.3,-211.298
374,37.4,-211.410
375,37.5,-211.233
376,37.6,-211.066
377,37.7,-211.298
378,37.8,-211.019
379,37.9,-211.205
380,38.0,-211.345
381,38.1,-211.531
382,38.2,-211.596
383,38.3,-211.457
384,38.4,-211.373
385,38.5,-211.420
386,38.6,-211.624
387,38.7,-211.513
388,38.8,-211.596
389,38.9,-211.541
390,39.0,-211.513
391,39.1,-211.382
392,39.2,-211.615
393,39.3,-211.410
394,39.4,-211.457
395,39.5,-211.587
396,39.6,-211.718
397,39.7,-211.578
398,39.8,-211.755
399,39.9,-211.624
400,40.0,-211.522
401,40.1,-211.345
402,40.2,-211.466
403,40.3,-211.531
404,40.4,-211.801
405,40.5,-211.429
406,40.6,-211.513
407,40.7,-211.783
408,40.8,-211.699
409,40.9,-211.699
410,41.0,-211.578
411,41.1,-211.550
412,41.2,-211.811
413,41.3,-211.401
414,41.4,-211.624
415,41.5,-211.662
416,41.6,-211.224
417,41.7,-211.308
418,41.8,-211.438
419,41.9,-211.131
420,42.0,-211.485
421,42.1,-211.364
422,42.2,-211.410
423,42.3,-211.485
424,42.4,-211.336
425,42.5,-211.000
426,42.6,-210.991
427,42.7,-211.308
428,42.8,-211.131
429,42.9,-211.531
430,43.0,-211.522
431,43.1,-211.559
432,43.2,-211.298
433,43.3,-211.531
434,43.4,-211.680
435,43.5,-211.764
436,43.6,-211.364
437,43.7,-211.373
438,43.8,-211.559
439,43.9,-211.364
440,44.0,-211.438
441,44.1,-211.205
442,44.2,-211.336
443,44.3,-211.261
444,44.4,-211.652
445,44.5,-211.410
446,44.6,-211.382
447,44.7,-211.196
448,44.8,-211.317
449,44.9,-211.131
450,45.0,-211.243
451,45.1,-211.298
452,45.2,-211.298
453,45.3,-211.485
454,45.4,-211.634
455,45.5,-211.224
456,45.6,-211.475
457,45.7,-211.010
458,45.8,-211.224
459,45.9,-211.177
460,46.0,-211.401
461,46.1,-211.122
462,46.2,-210.963
463,46.3,-211.075
464,46.4,-211.075
465,46.5,-211.094
466,46.6,-211.364
467,46.7,-211.159
468,46.8,-211.177
469,46.9,-211.112
470,47.0,-211.326
471,47.1,-211.243
472,47.2,-211.289
473,47.3,-211.243
474,47.4,-211.010
475,47.5,-210.963
476,47.6,-210.963
477,47.7,-211.205
478,47.8,-211.382
479,47.9,-211.112
480,48.0,-211.187
481,48.1,-211.196
482,48.2,-211.084
483,48.3,-211.103
484,48.4,-211.177
485,48.5,-211.177
486,48.6,-211.215
