Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 570
Start Time: 1/18/2023 3:42:35.8 PM
Scan Rate: 10
Sample,Time (s),CH2 (µV)
0,0.0,-1062.416
1,0.1,-1062.891
2,0.2,-1063.924
3,0.3,-1064.818
4,0.4,-1065.535
5,0.5,-1065.824
6,0.6,-1066.793
7,0.7,-1067.361
8,0.8,-1068.143
9,0.9,-1069.084
10,1.0,-1069.810
11,1.1,-1070.555
12,1.2,-1070.965
13,1.3,-1072.194
14,1.4,-1072.213
15,1.5,-1072.893
16,1.6,-1073.591
17,1.7,-1073.880
18,1.8,-1074.532
19,1.9,-1074.886
20,2.0,-1075.603
21,2.1,-1075.808
22,2.2,-1076.544
23,2.3,-1076.926
24,2.4,-1077.205
25,2.5,-1077.307
26,2.6,-1077.596
27,2.7,-1077.810
28,2.8,-1078.090
29,2.9,-1078.481
30,3.0,-1078.537
31,3.1,-1078.574
32,3.2,-1078.788
33,3.3,-1078.993
34,3.4,-1079.086
35,3.5,-1079.431
36,3.6,-1079.459
37,3.7,-1079.822
38,3.8,-1080.222
39,3.9,-1079.859
40,4.0,-1080.260
41,4.1,-1080.120
42,4.2,-1080.269
43,4.3,-1080.437
44,4.4,-1080.576
45,4.5,-1080.250
46,4.6,-1080.558
47,4.7,-1080.241
48,4.8,-1080.353
49,4.9,-1080.660
50,5.0,-1080.586
51,5.1,-1080.679
52,5.2,-1080.818
53,5.3,-1080.791
54,5.4,-1080.409
55,5.5,-1080.679
56,5.6,-1081.126
57,5.7,-1081.210
58,5.8,-1081.238
59,5.9,-1081.042
60,6.0,-1081.051
61,6.1,-1081.079
62,6.2,-1080.921
63,6.3,-1081.340
64,6.4,-1081.191
65,6.5,-1080.967
66,6.6,-1080.921
67,6.7,-1080.995
68,6.8,-1081.107
69,6.9,-1081.498
70,7.0,-1080.949
71,7.1,-1080.828
72,7.2,-1081.042
73,7.3,-1081.061
74,7.4,-1081.005
75,7.5,-1081.256
76,7.6,-1081.023
77,7.7,-1081.005
78,7.8,-1081.023
79,7.9,-1081.210
80,8.0,-1081.442
81,8.1,-1081.191
82,8.2,-1080.744
83,8.3,-1080.884
84,8.4,-1081.079
85,8.5,-1080.902
86,8.6,-1080.884
87,8.7,-1081.033
88,8.8,-1081.079
89,8.9,-1080.921
90,9.0,-1080.809
91,9.1,-1080.921
92,9.2,-1081.144
93,9.3,-1080.930
94,9.4,-1080.846
95,9.5,-1080.772
96,9.6,-1080.809
97,9.7,-1080.511
98,9.8,-1080.651
99,9.9,-1080.818
100,10.0,-1080.763
101,10.1,-1080.940
102,10.2,-1081.172
103,10.3,-1080.800
104,10.4,-1080.362
105,10.5,-1080.977
106,10.6,-1081.349
107,10.7,-1080.865
108,10.8,-1080.707
109,10.9,-1080.930
110,11.0,-1080.483
111,11.1,-1081.005
112,11.2,-1080.576
113,11.3,-1080.651
114,11.4,-1081.089
115,11.5,-1080.781
116,11.6,-1080.604
117,11.7,-1080.567
118,11.8,-1080.697
119,11.9,-1080.409
120,12.0,-1081.098
121,12.1,-1080.511
122,12.2,-1080.632
123,12.3,-1080.409
124,12.4,-1080.511
125,12.5,-1080.446
126,12.6,-1080.530
127,12.7,-1080.455
128,12.8,-1080.530
129,12.9,-1080.493
130,13.0,-1080.493
131,13.1,-1080.800
132,13.2,-1080.455
133,13.3,-1080.614
134,13.4,-1080.511
135,13.5,-1080.744
136,13.6,-1080.530
137,13.7,-1080.688
138,13.8,-1080.865
139,13.9,-1080.716
140,14.0,-1080.437
141,14.1,-1080.735
142,14.2,-1080.520
143,14.3,-1080.548
144,14.4,-1080.586
145,14.5,-1080.586
146,14.6,-1080.539
147,14.7,-1080.465
148,14.8,-1080.511
149,14.9,-1080.679
150,15.0,-1080.642
151,15.1,-1080.418
152,15.2,-1080.623
153,15.3,-1080.837
154,15.4,-1080.567
155,15.5,-1080.548
156,15.6,-1080.511
157,15.7,-1080.269
158,15.8,-1080.343
159,15.9,-1080.818
160,16.0,-1080.418
161,16.1,-1080.772
162,16.2,-1080.520
163,16.3,-1084.851
164,16.4,-1080.157
165,16.5,-1079.924
166,16.6,-1080.027
167,16.7,-1080.204
168,16.8,-1080.157
169,16.9,-1080.204
170,17.0,-1080.381
171,17.1,-1080.297
172,17.2,-1080.539
173,17.3,-1080.567
174,17.4,-1079.999
175,17.5,-1080.539
176,17.6,-1080.483
177,17.7,-1080.120
178,17.8,-1080.045
179,17.9,-1080.157
180,18.0,-1080.455
181,18.1,-1080.548
182,18.2,-1080.455
183,18.3,-1080.520
184,18.4,-1080.595
185,18.5,-1080.679
186,18.6,-1080.493
187,18.7,-1080.791
188,18.8,-1080.539
189,18.9,-1080.483
190,19.0,-1080.427
191,19.1,-1080.576
192,19.2,-1080.306
193,19.3,-1080.520
194,19.4,-1080.520
195,19.5,-1080.232
196,19.6,-1080.288
197,19.7,-1080.390
198,19.8,-1080.343
199,19.9,-1080.213
200,20.0,-1080.045
201,20.1,-1079.822
202,20.2,-1079.198
203,20.3,-1078.732
204,20.4,-1077.782
205,20.5,-1077.102
206,20.6,-1077.438
207,20.7,-1076.991
208,20.8,-1076.916
209,20.9,-1077.224
210,21.0,-1077.168
211,21.1,-1076.823
212,21.2,-1077.028
213,21.3,-1076.767
214,21.4,-1077.261
215,21.5,-1076.991
216,21.6,-1077.140
217,21.7,-1077.317
218,21.8,-1077.373
219,21.9,-1077.531
220,22.0,-1077.587
221,22.1,-1077.456
222,22.2,-1077.605
223,22.3,-1077.391
224,22.4,-1077.540
225,22.5,-1077.484
226,22.6,-1077.373
227,22.7,-1077.596
228,22.8,-1077.736
229,22.9,-1077.903
230,23.0,-1077.708
231,23.1,-1077.801
232,23.2,-1077.689
233,23.3,-1077.689
234,23.4,-1077.447
235,23.5,-1077.009
236,23.6,-1076.683
237,23.7,-1076.702
238,23.8,-1076.804
239,23.9,-1077.354
240,24.0,-1078.323
241,24.1,-1078.444
242,24.2,-1078.974
243,24.3,-1079.077
244,24.4,-1079.347
245,24.5,-1079.505
246,24.6,-1079.720
247,24.7,-1079.915
248,24.8,-1080.018
249,24.9,-1079.924
250,25.0,-1080.092
251,25.1,-1080.493
252,25.2,-1080.520
253,25.3,-1080.595
254,25.4,-1080.493
255,25.5,-1080.260
256,25.6,-1080.642
257,25.7,-1080.530
258,25.8,-1080.902
259,25.9,-1080.809
260,26.0,-1080.642
261,26.1,-1080.623
262,26.2,-1080.744
263,26.3,-1080.558
264,26.4,-1080.381
265,26.5,-1080.483
266,26.6,-1080.064
267,26.7,-1066.420
268,26.8,-1059.677
269,26.9,-1060.693
270,27.0,-1059.631
271,27.1,-1059.501
272,27.2,-1059.873
273,27.3,-1059.715
274,27.4,-1059.482
275,27.5,-1059.715
276,27.6,-1059.584
277,27.7,-1059.771
278,27.8,-1059.789
279,27.9,-1059.566
280,28.0,-1059.650
281,28.1,-1059.333
282,28.2,-1059.305
283,28.3,-1059.258
284,28.4,-1059.677
285,28.5,-1059.370
286,28.6,-1059.351
287,28.7,-1059.724
288,28.8,-1059.072
289,28.9,-1059.184
290,29.0,-1058.737
291,29.1,-1059.249
292,29.2,-1059.473
293,29.3,-1059.575
294,29.4,-1059.771
295,29.5,-1059.296
296,29.6,-1059.240
297,29.7,-1059.165
298,29.8,-1059.361
299,29.9,-1059.221
300,30.0,-1059.379
301,30.1,-1059.333
302,30.2,-1059.501
303,30.3,-1059.277
304,30.4,-1059.035
305,30.5,-1059.026
306,30.6,-1059.165
307,30.7,-1059.351
308,30.8,-1058.998
309,30.9,-1059.119
310,31.0,-1059.230
311,31.1,-1059.221
312,31.2,-1059.240
313,31.3,-1059.389
314,31.4,-1059.184
315,31.5,-1059.305
316,31.6,-1059.156
317,31.7,-1059.249
318,31.8,-1059.119
319,31.9,-1059.184
320,32.0,-1058.942
321,32.1,-1058.858
322,32.2,-1059.026
323,32.3,-1058.728
324,32.4,-1059.109
325,32.5,-1059.156
326,32.6,-1058.737
