Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 509
Start Time: 1/18/2023 3:44:47.4 PM
Scan Rate: 10
Sample,Time (s),CH2 (µV)
425,42.5,-1026.094
426,42.6,-1026.271
427,42.7,-1026.196
428,42.8,-1026.597
429,42.9,-1026.765
430,43.0,-1026.494
431,43.1,-1026.867
432,43.2,-1026.439
433,43.3,-1026.578
434,43.4,-1026.290
435,43.5,-1025.852
436,43.6,-1025.815
437,43.7,-1025.796
438,43.8,-1025.693
439,43.9,-1025.442
440,44.0,-1025.377
441,44.1,-1024.716
442,44.2,-1024.613
443,44.3,-1024.846
444,44.4,-1024.557
445,44.5,-1024.697
446,44.6,-1025.312
447,44.7,-1024.948
448,44.8,-1025.293
449,44.9,-1025.656
450,45.0,-1025.628
451,45.1,-1025.712
452,45.2,-1025.759
453,45.3,-1025.507
454,45.4,-1024.967
455,45.5,-1023.673
456,45.6,-1022.685
457,45.7,-1022.005
458,45.8,-1022.015
459,45.9,-1021.158
460,46.0,-1021.149
461,46.1,-1021.139
462,46.2,-1020.804
463,46.3,-1020.906
464,46.4,-1020.543
465,46.5,-1020.338
466,46.6,-1020.283
467,46.7,-1020.068
468,46.8,-1020.459
469,46.9,-1020.711
470,47.0,-1021.056
471,47.1,-1021.056
472,47.2,-1021.745
473,47.3,-1022.806
474,47.4,-1023.291
475,47.5,-1024.297
476,47.6,-1024.427
477,47.7,-1023.998
478,47.8,-1024.120
479,47.9,-1024.054
480,48.0,-1023.514
481,48.1,-1023.430
482,48.2,-1023.207
483,48.3,-1023.179
484,48.4,-1023.337
485,48.5,-1023.281
486,48.6,-1024.352
487,48.7,-1024.753
488,48.8,-1024.678
489,48.9,-1025.293
490,49.0,-1025.368
491,49.1,-1025.638
492,49.2,-1025.703
493,49.3,-1025.880
494,49.4,-1026.168
495,49.5,-1026.252
496,49.6,-1026.373
497,49.7,-1026.401
498,49.8,-1026.634
499,49.9,-1026.597
500,50.0,-1026.578
501,50.1,-1026.820
502,50.2,-1027.044
503,50.3,-1026.737
504,50.4,-1026.997
505,50.5,-1027.035
506,50.6,-1027.221
507,50.7,-1027.184
508,50.8,-1027.463
