Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 509
Start Time: 1/18/2023 3:29:11.2 PM
Scan Rate: 10
Sample,Time (s),CH2 (µV)
282,28.2,-999.458
283,28.3,-999.104
284,28.4,-999.235
285,28.5,-998.946
286,28.6,-998.965
287,28.7,-999.235
288,28.8,-998.946
289,28.9,-999.225
290,29.0,-998.853
291,29.1,-999.235
292,29.2,-999.449
293,29.3,-999.086
294,29.4,-999.365
295,29.5,-999.244
296,29.6,-999.374
297,29.7,-999.384
298,29.8,-999.002
299,29.9,-999.141
300,30.0,-998.881
301,30.1,-998.992
302,30.2,-998.788
303,30.3,-998.797
304,30.4,-998.843
305,30.5,-998.462
306,30.6,-998.862
307,30.7,-998.871
308,30.8,-998.620
309,30.9,-998.713
310,31.0,-998.285
311,31.1,-998.937
312,31.2,-998.303
313,31.3,-998.667
314,31.4,-998.657
315,31.5,-998.378
316,31.6,-998.788
317,31.7,-998.676
318,31.8,-998.648
319,31.9,-998.704
320,32.0,-998.517
321,32.1,-999.067
322,32.2,-998.629
323,32.3,-998.871
324,32.4,-998.592
325,32.5,-998.676
326,32.6,-998.564
327,32.7,-998.387
328,32.8,-998.592
329,32.9,-998.452
330,33.0,-998.517
331,33.1,-999.002
332,33.2,-998.331
333,33.3,-999.086
334,33.4,-998.480
335,33.5,-998.452
336,33.6,-998.583
337,33.7,-998.154
338,33.8,-998.694
339,33.9,-998.406
340,34.0,-998.396
341,34.1,-998.322
342,34.2,-998.303
343,34.3,-998.545
344,34.4,-998.117
345,34.5,-998.452
346,34.6,-998.313
347,34.7,-998.080
348,34.8,-998.471
349,34.9,-998.443
350,35.0,-998.089
351,35.1,-997.940
352,35.2,-998.294
353,35.3,-998.508
354,35.4,-997.689
355,35.5,-998.294
356,35.6,-997.623
357,35.7,-997.940
358,35.8,-998.005
359,35.9,-997.651
360,36.0,-998.182
361,36.1,-997.903
362,36.2,-997.642
363,36.3,-997.791
364,36.4,-997.428
365,36.5,-997.800
366,36.6,-997.456
367,36.7,-997.633
368,36.8,-997.828
369,36.9,-997.325
370,37.0,-997.717
371,37.1,-997.540
372,37.2,-997.717
373,37.3,-997.409
374,37.4,-997.242
375,37.5,-997.633
376,37.6,-997.465
377,37.7,-997.679
378,37.8,-997.651
379,37.9,-997.465
380,38.0,-997.838
381,38.1,-997.446
382,38.2,-997.847
383,38.3,-997.297
384,38.4,-997.847
385,38.5,-997.502
386,38.6,-997.279
387,38.7,-997.195
388,38.8,-996.934
389,38.9,-997.176
390,39.0,-996.804
391,39.1,-996.999
392,39.2,-997.065
393,39.3,-996.655
394,39.4,-996.916
395,39.5,-996.832
396,39.6,-996.944
397,39.7,-996.916
398,39.8,-996.748
399,39.9,-997.102
400,40.0,-996.785
401,40.1,-996.804
402,40.2,-996.739
403,40.3,-996.273
404,40.4,-996.878
405,40.5,-996.450
406,40.6,-996.906
407,40.7,-996.850
408,40.8,-996.357
409,40.9,-996.599
410,41.0,-996.254
411,41.1,-996.264
412,41.2,-996.096
413,41.3,-995.891
414,41.4,-996.264
415,41.5,-995.696
416,41.6,-996.012
417,41.7,-995.919
418,41.8,-995.547
419,41.9,-995.845
420,42.0,-995.295
421,42.1,-995.062
422,42.2,-994.476
423,42.3,-994.969
424,42.4,-994.820
425,42.5,-994.680
426,42.6,-994.848
427,42.7,-994.522
428,42.8,-994.848
429,42.9,-994.671
430,43.0,-994.159
431,43.1,-994.653
432,43.2,-994.438
433,43.3,-994.466
434,43.4,-994.727
435,43.5,-994.122
436,43.6,-994.438
437,43.7,-993.740
438,43.8,-994.029
439,43.9,-993.712
440,44.0,-993.665
441,44.1,-994.001
442,44.2,-993.237
443,44.3,-993.293
444,44.4,-992.613
445,44.5,-992.836
446,44.6,-992.771
447,44.7,-992.669
448,44.8,-992.613
449,44.9,-992.613
450,45.0,-992.548
451,45.1,-992.194
452,45.2,-992.408
453,45.3,-992.855
454,45.4,-991.924
455,45.5,-992.222
456,45.6,-992.073
457,45.7,-991.961
458,45.8,-992.371
459,45.9,-991.728
460,46.0,-991.877
461,46.1,-991.784
462,46.2,-992.017
463,46.3,-992.110
464,46.4,-991.225
465,46.5,-991.151
466,46.6,-990.927
467,46.7,-991.020
468,46.8,-990.937
469,46.9,-990.154
470,47.0,-990.871
471,47.1,-990.229
472,47.2,-990.387
473,47.3,-990.098
474,47.4,-989.912
475,47.5,-990.499
476,47.6,-989.931
477,47.7,-990.247
478,47.8,-990.443
479,47.9,-990.024
480,48.0,-990.294
481,48.1,-990.108
482,48.2,-990.890
483,48.3,-990.722
484,48.4,-990.517
485,48.5,-990.694
486,48.6,-990.573
487,48.7,-991.095
488,48.8,-990.955
489,48.9,-990.955
490,49.0,-991.225
491,49.1,-991.095
492,49.2,-991.467
493,49.3,-990.927
494,49.4,-991.393
495,49.5,-991.477
496,49.6,-991.356
497,49.7,-991.486
498,49.8,-990.704
499,49.9,-991.039
500,50.0,-990.834
501,50.1,-990.434
502,50.2,-990.741
503,50.3,-990.359
504,50.4,-990.545
505,50.5,-990.396
506,50.6,-989.838
507,50.7,-990.015
508,50.8,-989.391
