Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 2
Sample Count: 518
Start Time: 1/18/2023 2:53:03.7 PM
Scan Rate: 10
Sample,Time (s),CH0 (°C),CH1 (°C)
73,7.3,20.199,20.314
74,7.4,20.196,20.309
75,7.5,20.203,20.314
76,7.6,20.200,20.308
77,7.7,20.210,20.315
78,7.8,20.201,20.301
79,7.9,20.194,20.299
80,8.0,20.199,20.304
81,8.1,20.200,20.287
82,8.2,20.196,20.292
83,8.3,20.198,20.295
84,8.4,20.203,20.286
85,8.5,20.194,20.277
86,8.6,20.194,20.290
87,8.7,20.199,20.272
88,8.8,20.200,20.275
89,8.9,20.196,20.278
90,9.0,20.197,20.269
91,9.1,20.195,20.259
92,9.2,20.195,20.262
93,9.3,20.198,20.258
94,9.4,20.200,20.258
95,9.5,20.190,20.257
96,9.6,20.191,20.257
97,9.7,20.199,20.251
98,9.8,20.208,20.251
99,9.9,20.199,20.251
100,10.0,20.263,20.310
101,10.1,20.264,20.314
102,10.2,20.250,20.307
103,10.3,20.258,20.321
104,10.4,20.266,20.312
105,10.5,20.261,20.312
106,10.6,20.262,20.307
107,10.7,20.261,20.301
108,10.8,20.253,20.316
109,10.9,20.269,20.321
110,11.0,20.258,20.294
111,11.1,20.257,20.297
112,11.2,20.255,20.300
113,11.3,20.256,20.302
114,11.4,20.257,20.293
115,11.5,20.258,20.302
116,11.6,20.260,20.304
117,11.7,20.255,20.294
118,11.8,20.258,20.301
119,11.9,20.261,20.297
120,12.0,20.259,20.300
121,12.1,20.267,20.302
122,12.2,20.256,20.301
123,12.3,20.263,20.307
124,12.4,20.251,20.299
125,12.5,20.242,20.305
126,12.6,20.259,20.309
127,12.7,20.260,20.312
128,12.8,20.261,20.313
129,12.9,20.259,20.323
130,13.0,20.266,20.328
131,13.1,20.262,20.329
132,13.2,20.265,20.321
133,13.3,20.254,20.328
134,13.4,20.257,20.323
135,13.5,20.260,20.334
136,13.6,20.262,20.340
137,13.7,20.261,20.334
138,13.8,20.250,20.334
139,13.9,20.255,20.329
140,14.0,20.263,20.331
141,14.1,20.250,20.337
142,14.2,20.261,20.342
143,14.3,20.253,20.343
144,14.4,20.257,20.344
145,14.5,20.251,20.352
146,14.6,20.256,20.357
147,14.7,20.254,20.362
148,14.8,20.256,20.351
149,14.9,20.253,20.363
150,15.0,20.264,20.359
151,15.1,20.263,20.352
152,15.2,20.257,20.356
153,15.3,20.268,20.366
154,15.4,20.264,20.362
155,15.5,20.262,20.362
156,15.6,20.264,20.365
157,15.7,20.260,20.362
158,15.8,20.258,20.370
159,15.9,20.265,20.373
160,16.0,20.266,20.372
161,16.1,20.265,20.367
162,16.2,20.265,20.364
163,16.3,20.266,20.365
164,16.4,20.266,20.372
165,16.5,20.263,20.373
166,16.6,20.268,20.375
167,16.7,20.254,20.379
168,16.8,20.259,20.383
169,16.9,20.255,20.377
170,17.0,20.264,20.386
171,17.1,20.268,20.400
172,17.2,20.264,20.378
173,17.3,20.258,20.382
174,17.4,20.256,20.389
175,17.5,20.260,20.400
176,17.6,20.259,20.400
177,17.7,20.268,20.398
178,17.8,20.258,20.406
179,17.9,20.262,20.408
180,18.0,20.265,20.414
181,18.1,20.257,20.409
182,18.2,20.256,20.424
183,18.3,20.258,20.412
184,18.4,20.265,20.427
185,18.5,20.268,20.440
186,18.6,20.263,20.421
187,18.7,20.256,20.432
188,18.8,20.259,20.434
189,18.9,20.253,20.432
190,19.0,20.256,20.438
191,19.1,20.259,20.448
192,19.2,20.256,20.439
193,19.3,20.259,20.443
194,19.4,20.258,20.450
195,19.5,20.268,20.443
196,19.6,20.252,20.446
197,19.7,20.261,20.457
198,19.8,20.261,20.447
199,19.9,20.255,20.453
200,20.0,20.256,20.455
201,20.1,20.243,20.442
202,20.2,20.261,20.449
203,20.3,20.257,20.455
204,20.4,20.262,20.447
205,20.5,20.251,20.451
206,20.6,20.251,20.452
207,20.7,20.256,20.449
208,20.8,20.249,20.447
209,20.9,20.251,20.450
210,21.0,20.252,20.450
211,21.1,20.249,20.443
212,21.2,20.254,20.437
213,21.3,20.248,20.438
214,21.4,20.253,20.438
215,21.5,20.245,20.435
216,21.6,20.246,20.442
217,21.7,20.250,20.457
218,21.8,20.246,20.456
219,21.9,20.241,20.447
220,22.0,20.248,20.461
221,22.1,20.245,20.471
222,22.2,20.239,20.471
223,22.3,20.243,20.478
224,22.4,20.243,20.476
225,22.5,20.246,20.485
226,22.6,20.250,20.491
227,22.7,20.246,20.492
228,22.8,20.238,20.495
229,22.9,20.241,20.491
230,23.0,20.234,20.497
231,23.1,20.251,20.494
232,23.2,20.246,20.503
233,23.3,20.241,20.499
234,23.4,20.246,20.496
235,23.5,20.255,20.493
236,23.6,20.237,20.488
237,23.7,20.232,20.488
238,23.8,20.250,20.495
239,23.9,20.244,20.495
240,24.0,20.242,20.504
241,24.1,20.239,20.502
242,24.2,20.245,20.507
243,24.3,20.250,20.504
244,24.4,20.245,20.515
245,24.5,20.247,20.513
246,24.6,20.243,20.511
247,24.7,20.247,20.510
248,24.8,20.243,20.512
249,24.9,20.239,20.512
250,25.0,20.238,20.518
251,25.1,20.242,20.516
252,25.2,20.247,20.523
253,25.3,20.245,20.514
254,25.4,20.241,20.494
255,25.5,20.241,20.504
256,25.6,20.241,20.494
257,25.7,20.231,20.482
258,25.8,20.242,20.496
259,25.9,20.230,20.480
260,26.0,20.235,20.483
261,26.1,20.235,20.481
262,26.2,20.241,20.480
263,26.3,20.236,20.476
264,26.4,20.249,20.480
265,26.5,20.239,20.470
266,26.6,20.235,20.472
267,26.7,20.233,20.467
268,26.8,20.250,20.468
269,26.9,20.240,20.455
270,27.0,20.252,20.458
271,27.1,20.248,20.454
272,27.2,20.243,20.442
273,27.3,20.248,20.442
274,27.4,20.237,20.433
275,27.5,20.241,20.428
276,27.6,20.250,20.425
277,27.7,20.243,20.412
278,27.8,20.247,20.415
279,27.9,20.252,20.410
280,28.0,20.254,20.412
281,28.1,20.250,20.396
282,28.2,20.251,20.387
283,28.3,20.254,20.383
284,28.4,20.256,20.386
285,28.5,20.257,20.374
286,28.6,20.258,20.362
287,28.7,20.246,20.358
288,28.8,20.256,20.356
289,28.9,20.252,20.343
290,29.0,20.251,20.340
291,29.1,20.250,20.329
292,29.2,20.249,20.334
293,29.3,20.263,20.326
294,29.4,20.257,20.327
295,29.5,20.250,20.311
296,29.6,20.258,20.311
297,29.7,20.252,20.305
298,29.8,20.261,20.293
299,29.9,20.263,20.286
300,30.0,20.246,20.283
301,30.1,20.257,20.271
302,30.2,20.268,20.277
303,30.3,20.262,20.261
304,30.4,20.264,20.263
305,30.5,20.263,20.259
306,30.6,20.256,20.251
307,30.7,20.260,20.246
308,30.8,20.273,20.243
309,30.9,20.274,20.242
310,31.0,20.263,20.239
311,31.1,20.261,20.235
312,31.2,20.267,20.228
313,31.3,20.268,20.230
314,31.4,20.265,20.226
315,31.5,20.264,20.221
316,31.6,20.266,20.217
317,31.7,20.266,20.204
318,31.8,20.262,20.205
319,31.9,20.261,20.200
320,32.0,20.260,20.199
321,32.1,20.263,20.193
322,32.2,20.261,20.183
323,32.3,20.270,20.199
324,32.4,20.255,20.186
325,32.5,20.264,20.180
326,32.6,20.262,20.178
327,32.7,20.266,20.174
328,32.8,20.253,20.173
329,32.9,20.260,20.156
330,33.0,20.267,20.149
331,33.1,20.261,20.153
332,33.2,20.256,20.141
333,33.3,20.260,20.137
334,33.4,20.264,20.136
335,33.5,20.264,20.129
336,33.6,20.267,20.123
337,33.7,20.271,20.124
338,33.8,20.262,20.113
339,33.9,20.267,20.114
340,34.0,20.267,20.101
341,34.1,20.258,20.102
342,34.2,20.266,20.085
343,34.3,20.263,20.098
344,34.4,20.274,20.079
345,34.5,20.266,20.084
346,34.6,20.268,20.069
347,34.7,20.267,20.080
348,34.8,20.263,20.072
349,34.9,20.266,20.066
350,35.0,20.271,20.062
351,35.1,20.262,20.059
352,35.2,20.271,20.052
353,35.3,20.271,20.053
354,35.4,20.271,20.047
355,35.5,20.273,20.047
356,35.6,20.264,20.044
357,35.7,20.265,20.034
358,35.8,20.275,20.039
359,35.9,20.268,20.034
360,36.0,20.266,20.027
361,36.1,20.259,20.025
362,36.2,20.263,20.027
363,36.3,20.274,20.024
364,36.4,20.259,20.020
365,36.5,20.265,20.015
366,36.6,20.266,20.005
367,36.7,20.268,20.010
368,36.8,20.261,20.001
369,36.9,20.265,20.008
370,37.0,20.267,20.001
371,37.1,20.260,19.997
372,37.2,20.259,20.001
373,37.3,20.263,20.005
374,37.4,20.268,20.000
375,37.5,20.272,19.999
376,37.6,20.270,20.002
377,37.7,20.260,20.002
378,37.8,20.273,20.005
379,37.9,20.260,19.998
380,38.0,20.262,19.989
381,38.1,20.267,19.999
382,38.2,20.260,19.993
383,38.3,20.267,19.988
384,38.4,20.267,19.986
385,38.5,20.254,19.993
386,38.6,20.263,19.994
387,38.7,20.278,20.000
388,38.8,20.256,19.999
389,38.9,20.270,19.997
390,39.0,20.269,19.993
391,39.1,20.266,19.993
392,39.2,20.263,20.002
393,39.3,20.266,19.998
394,39.4,20.272,20.003
395,39.5,20.266,19.994
396,39.6,20.276,20.001
397,39.7,20.266,19.993
398,39.8,20.260,19.992
399,39.9,20.264,19.999
400,40.0,20.275,19.997
401,40.1,20.277,19.989
402,40.2,20.284,19.992
403,40.3,20.278,19.999
404,40.4,20.279,19.999
405,40.5,20.278,19.997
406,40.6,20.282,19.993
407,40.7,20.282,19.995
408,40.8,20.282,19.987
409,40.9,20.270,19.994
410,41.0,20.282,19.996
411,41.1,20.281,19.995
412,41.2,20.291,19.997
413,41.3,20.277,20.003
414,41.4,20.291,19.995
415,41.5,20.281,20.007
416,41.6,20.278,20.006
417,41.7,20.284,19.999
418,41.8,20.289,20.005
419,41.9,20.294,20.023
420,42.0,20.275,20.018
421,42.1,20.287,20.024
422,42.2,20.291,20.031
423,42.3,20.292,20.031
424,42.4,20.288,20.035
425,42.5,20.293,20.044
426,42.6,20.292,20.048
427,42.7,20.287,20.045
428,42.8,20.296,20.060
429,42.9,20.290,20.053
430,43.0,20.286,20.059
431,43.1,20.301,20.055
432,43.2,20.289,20.057
433,43.3,20.292,20.060
434,43.4,20.296,20.063
435,43.5,20.293,20.058
436,43.6,20.282,20.063
437,43.7,20.285,20.075
438,43.8,20.292,20.067
439,43.9,20.288,20.075
440,44.0,20.288,20.076
441,44.1,20.293,20.072
442,44.2,20.295,20.077
443,44.3,20.293,20.079
444,44.4,20.287,20.082
445,44.5,20.302,20.089
446,44.6,20.298,20.092
447,44.7,20.295,20.088
448,44.8,20.305,20.097
449,44.9,20.300,20.094
450,45.0,20.298,20.094
451,45.1,20.296,20.095
452,45.2,20.297,20.096
453,45.3,20.295,20.099
454,45.4,20.295,20.105
455,45.5,20.303,20.105
456,45.6,20.296,20.099
457,45.7,20.293,20.106
458,45.8,20.304,20.101
459,45.9,20.288,20.107
460,46.0,20.298,20.107
461,46.1,20.298,20.110
462,46.2,20.299,20.108
463,46.3,20.302,20.114
464,46.4,20.298,20.107
465,46.5,20.303,20.112
466,46.6,20.299,20.110
467,46.7,20.292,20.118
468,46.8,20.300,20.115
469,46.9,20.301,20.125
470,47.0,20.304,20.120
471,47.1,20.299,20.119
472,47.2,20.303,20.131
473,47.3,20.303,20.127
474,47.4,20.303,20.136
475,47.5,20.296,20.134
476,47.6,20.288,20.126
477,47.7,20.297,20.130
478,47.8,20.292,20.139
479,47.9,20.293,20.138
480,48.0,20.294,20.140
481,48.1,20.302,20.130
482,48.2,20.297,20.135
483,48.3,20.298,20.137
484,48.4,20.296,20.138
485,48.5,20.292,20.132
486,48.6,20.296,20.139
487,48.7,20.300,20.141
488,48.8,20.305,20.145
489,48.9,20.303,20.145
490,49.0,20.302,20.149
491,49.1,20.297,20.143
492,49.2,20.303,20.143
493,49.3,20.297,20.143
494,49.4,20.297,20.144
495,49.5,20.305,20.146
496,49.6,20.297,20.147
497,49.7,20.295,20.143
498,49.8,20.309,20.155
499,49.9,20.301,20.161
500,50.0,20.300,20.152
501,50.1,20.300,20.157
502,50.2,20.305,20.161
503,50.3,20.305,20.164
504,50.4,20.307,20.177
505,50.5,20.305,20.163
506,50.6,20.299,20.171
507,50.7,20.313,20.164
508,50.8,20.311,20.162
509,50.9,20.309,20.173
510,51.0,20.313,20.176
511,51.1,20.308,20.171
512,51.2,20.304,20.176
513,51.3,20.302,20.174
514,51.4,20.300,20.166
515,51.5,20.310,20.176
516,51.6,20.316,20.172
517,51.7,20.302,20.175
