Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 3967
Start Time: 2/1/2023 2:45:24.917 PM
Scan Rate: 1000
Sample,Time (s),AI4 (mV)
0,0.000,0.538
1,0.001,0.538
2,0.002,0.539
3,0.003,0.536
4,0.004,0.537
5,0.005,0.536
6,0.006,0.537
7,0.007,0.536
8,0.008,0.536
9,0.009,0.536
10,0.010,0.535
11,0.011,0.537
12,0.012,0.537
13,0.013,0.537
14,0.014,0.536
15,0.015,0.537
16,0.016,0.536
17,0.017,0.535
18,0.018,0.537
19,0.019,0.535
20,0.020,0.536
21,0.021,0.536
22,0.022,0.537
23,0.023,0.535
24,0.024,0.537
25,0.025,0.537
26,0.026,0.538
27,0.027,0.537
28,0.028,0.537
29,0.029,0.536
30,0.030,0.537
31,0.031,0.537
32,0.032,0.537
33,0.033,0.537
34,0.034,0.536
35,0.035,0.536
36,0.036,0.538
37,0.037,0.536
38,0.038,0.535
39,0.039,0.537
40,0.040,0.536
41,0.041,0.536
42,0.042,0.536
43,0.043,0.535
44,0.044,0.537
45,0.045,0.535
46,0.046,0.535
47,0.047,0.535
48,0.048,0.534
49,0.049,0.536
50,0.050,0.535
51,0.051,0.536
52,0.052,0.535
53,0.053,0.535
54,0.054,0.535
55,0.055,0.535
56,0.056,0.535
57,0.057,0.536
58,0.058,0.535
59,0.059,0.534
60,0.060,0.534
61,0.061,0.534
62,0.062,0.535
63,0.063,0.535
64,0.064,0.534
65,0.065,0.533
66,0.066,0.534
67,0.067,0.535
68,0.068,0.534
69,0.069,0.534
70,0.070,0.533
71,0.071,0.534
72,0.072,0.533
73,0.073,0.535
74,0.074,0.531
75,0.075,0.535
76,0.076,0.533
77,0.077,0.534
78,0.078,0.534
79,0.079,0.534
80,0.080,0.532
81,0.081,0.533
82,0.082,0.532
83,0.083,0.532
84,0.084,0.534
85,0.085,0.532
86,0.086,0.533
87,0.087,0.532
88,0.088,0.534
89,0.089,0.532
90,0.090,0.532
91,0.091,0.535
92,0.092,0.533
93,0.093,0.534
94,0.094,0.532
95,0.095,0.533
96,0.096,0.533
97,0.097,0.533
98,0.098,0.534
99,0.099,0.534
100,0.100,0.535
101,0.101,0.534
102,0.102,0.533
103,0.103,0.534
104,0.104,0.531
105,0.105,0.535
106,0.106,0.534
107,0.107,0.536
108,0.108,0.533
109,0.109,0.535
110,0.110,0.536
111,0.111,0.536
112,0.112,0.536
113,0.113,0.537
114,0.114,0.535
115,0.115,0.535
116,0.116,0.535
117,0.117,0.537
118,0.118,0.534
119,0.119,0.535
120,0.120,0.535
121,0.121,0.535
122,0.122,0.536
123,0.123,0.536
124,0.124,0.536
125,0.125,0.535
126,0.126,0.534
127,0.127,0.536
128,0.128,0.534
129,0.129,0.535
130,0.130,0.535
131,0.131,0.535
