Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 3727
Start Time: 2/1/2023 2:44:46.496 PM
Scan Rate: 1000
Sample,Time (s),AI4 (mV)
0,0.000,0.534
1,0.001,0.533
2,0.002,0.533
3,0.003,0.533
4,0.004,0.530
5,0.005,0.531
6,0.006,0.529
7,0.007,0.531
8,0.008,0.530
9,0.009,0.531
10,0.010,0.529
11,0.011,0.531
12,0.012,0.532
13,0.013,0.530
14,0.014,0.530
15,0.015,0.531
16,0.016,0.532
17,0.017,0.532
18,0.018,0.533
19,0.019,0.534
20,0.020,0.532
21,0.021,0.533
22,0.022,0.533
23,0.023,0.534
24,0.024,0.535
25,0.025,0.533
26,0.026,0.534
27,0.027,0.535
28,0.028,0.535
29,0.029,0.535
30,0.030,0.535
31,0.031,0.534
32,0.032,0.536
33,0.033,0.535
34,0.034,0.535
35,0.035,0.534
36,0.036,0.533
37,0.037,0.532
38,0.038,0.534
39,0.039,0.532
40,0.040,0.532
41,0.041,0.532
42,0.042,0.532
43,0.043,0.531
44,0.044,0.531
45,0.045,0.531
46,0.046,0.532
47,0.047,0.533
48,0.048,0.530
49,0.049,0.530
50,0.050,0.532
51,0.051,0.532
52,0.052,0.530
53,0.053,0.531
54,0.054,0.530
55,0.055,0.529
56,0.056,0.531
57,0.057,0.531
58,0.058,0.531
59,0.059,0.530
60,0.060,0.531
61,0.061,0.532
62,0.062,0.533
63,0.063,0.532
64,0.064,0.534
65,0.065,0.533
66,0.066,0.533
67,0.067,0.533
68,0.068,0.535
69,0.069,0.534
70,0.070,0.535
71,0.071,0.534
72,0.072,0.535
73,0.073,0.536
74,0.074,0.536
75,0.075,0.536
76,0.076,0.537
77,0.077,0.537
78,0.078,0.536
79,0.079,0.535
80,0.080,0.537
81,0.081,0.535
82,0.082,0.536
83,0.083,0.535
84,0.084,0.535
85,0.085,0.535
86,0.086,0.535
87,0.087,0.535
88,0.088,0.534
89,0.089,0.535
90,0.090,0.534
91,0.091,0.534
92,0.092,0.533
93,0.093,0.534
94,0.094,0.533
95,0.095,0.532
96,0.096,0.533
97,0.097,0.533
98,0.098,0.534
99,0.099,0.531
100,0.100,0.533
101,0.101,0.530
102,0.102,0.531
103,0.103,0.529
104,0.104,0.531
105,0.105,0.528
106,0.106,0.529
107,0.107,0.529
108,0.108,0.530
109,0.109,0.532
110,0.110,0.530
111,0.111,0.531
112,0.112,0.530
113,0.113,0.532
114,0.114,0.531
115,0.115,0.530
116,0.116,0.531
117,0.117,0.532
118,0.118,0.532
119,0.119,0.533
120,0.120,0.531
121,0.121,0.533
122,0.122,0.532
123,0.123,0.533
124,0.124,0.534
125,0.125,0.536
126,0.126,0.533
127,0.127,0.533
128,0.128,0.535
129,0.129,0.535
130,0.130,0.534
131,0.131,0.534
132,0.132,0.532
133,0.133,0.534
134,0.134,0.533
135,0.135,0.533
136,0.136,0.534
137,0.137,0.532
138,0.138,0.532
139,0.139,0.533
140,0.140,0.532
141,0.141,0.531
142,0.142,0.531
143,0.143,0.531
144,0.144,0.530
145,0.145,0.532
146,0.146,0.532
147,0.147,0.530
148,0.148,0.530
149,0.149,0.531
150,0.150,0.530
151,0.151,0.530
152,0.152,0.530
153,0.153,0.530
154,0.154,0.531
155,0.155,0.531
156,0.156,0.532
157,0.157,0.531
158,0.158,0.533
159,0.159,0.532
160,0.160,0.533
161,0.161,0.535
162,0.162,0.534
163,0.163,0.533
164,0.164,0.535
165,0.165,0.534
166,0.166,0.535
167,0.167,0.533
168,0.168,0.535
169,0.169,0.535
170,0.170,0.536
171,0.171,0.536
172,0.172,0.535
173,0.173,0.534
174,0.174,0.535
175,0.175,0.536
176,0.176,0.535
177,0.177,0.535
178,0.178,0.534
179,0.179,0.536
180,0.180,0.535
181,0.181,0.533
182,0.182,0.533
183,0.183,0.533
184,0.184,0.534
185,0.185,0.533
186,0.186,0.532
187,0.187,0.532
188,0.188,0.533
189,0.189,0.532
190,0.190,0.532
191,0.191,0.534
192,0.192,0.532
193,0.193,0.530
194,0.194,0.530
195,0.195,0.531
196,0.196,0.529
197,0.197,0.529
198,0.198,0.530
199,0.199,0.530
200,0.200,0.531
201,0.201,0.529
202,0.202,0.530
203,0.203,0.532
204,0.204,0.530
205,0.205,0.530
206,0.206,0.531
207,0.207,0.531
208,0.208,0.531
209,0.209,0.533
210,0.210,0.530
211,0.211,0.532
212,0.212,0.531
213,0.213,0.532
214,0.214,0.533
215,0.215,0.534
216,0.216,0.532
217,0.217,0.534
218,0.218,0.532
219,0.219,0.533
220,0.220,0.534
221,0.221,0.533
222,0.222,0.533
223,0.223,0.533
224,0.224,0.532
225,0.225,0.531
226,0.226,0.531
227,0.227,0.531
228,0.228,0.530
229,0.229,0.531
230,0.230,0.531
231,0.231,0.531
232,0.232,0.531
233,0.233,0.531
234,0.234,0.531
235,0.235,0.530
236,0.236,0.529
237,0.237,0.529
238,0.238,0.528
239,0.239,0.529
240,0.240,0.529
241,0.241,0.529
242,0.242,0.530
243,0.243,0.530
244,0.244,0.527
245,0.245,0.530
246,0.246,0.531
247,0.247,0.531
248,0.248,0.531
249,0.249,0.531
250,0.250,0.531
251,0.251,0.532
252,0.252,0.533
253,0.253,0.533
254,0.254,0.534
