Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 510
Start Time: 1/18/2023 3:33:55.3 PM
Scan Rate: 10
Sample,Time (s),CH2 (µV)
0,0.0,3026.156
1,0.1,3031.380
2,0.2,3036.149
3,0.3,3038.701
4,0.4,3039.595
5,0.5,3040.181
6,0.6,3042.473
7,0.7,3043.003
8,0.8,3042.892
9,0.9,3042.072
10,1.0,3042.463
11,1.1,3041.849
12,1.2,3042.249
13,1.3,3040.647
14,1.4,3041.644
15,1.5,3041.690
16,1.6,3042.268
17,1.7,3039.781
18,1.8,3039.408
19,1.9,3040.284
20,2.0,3040.712
21,2.1,3039.688
22,2.2,3039.716
23,2.3,3040.191
24,2.4,3041.048
25,2.5,3039.017
26,2.6,3038.142
27,2.7,3038.999
28,2.8,3039.623
29,2.9,3038.682
30,3.0,3037.918
31,3.1,3038.663
32,3.2,3037.918
33,3.3,3038.878
34,3.4,3038.654
35,3.5,3039.706
36,3.6,3039.381
37,3.7,3039.129
38,3.8,3038.812
39,3.9,3039.334
40,4.0,3038.114
41,4.1,3037.956
42,4.2,3038.021
43,4.3,3037.807
44,4.4,3037.024
45,4.5,3037.248
46,4.6,3037.471
47,4.7,3037.294
48,4.8,3035.972
49,4.9,3036.335
50,5.0,3036.512
51,5.1,3036.847
52,5.2,3037.453
53,5.3,3039.250
54,5.4,3039.585
55,5.5,3038.850
56,5.6,3037.294
57,5.7,3038.328
58,5.8,3038.608
59,5.9,3038.058
60,6.0,3037.527
61,6.1,3038.971
62,6.2,3039.651
63,6.3,3038.868
64,6.4,3037.602
65,6.5,3038.393
66,6.6,3038.477
67,6.7,3037.732
68,6.8,3036.931
69,6.9,3038.142
70,7.0,3038.635
71,7.1,3037.350
72,7.2,3036.400
73,7.3,3038.645
74,7.4,3039.185
75,7.5,3038.272
76,7.6,3037.229
77,7.7,3037.807
78,7.8,3037.713
79,7.9,3036.950
80,8.0,3036.633
81,8.1,3039.436
82,8.2,3039.585
83,8.3,3038.887
84,8.4,3038.496
85,8.5,3039.977
86,8.6,3040.489
87,8.7,3039.502
88,8.8,3038.878
89,8.9,3040.284
90,9.0,3040.666
91,9.1,3039.064
92,9.2,3037.862
93,9.3,3039.483
94,9.4,3039.353
95,9.5,3037.816
96,9.6,3037.909
97,9.7,3040.554
98,9.8,3040.647
99,9.9,3039.613
100,10.0,3038.272
101,10.1,3038.906
102,10.2,3039.176
103,10.3,3038.123
104,10.4,3036.940
105,10.5,3040.377
106,10.6,3041.122
107,10.7,3041.839
108,10.8,3038.617
109,10.9,3038.486
110,11.0,3040.042
111,11.1,3041.178
112,11.2,3039.148
113,11.3,3039.008
114,11.4,3041.122
115,11.5,3041.886
116,11.6,3038.086
117,11.7,3037.909
118,11.8,3039.846
119,11.9,3040.228
120,12.0,3037.741
121,12.1,3036.428
122,12.2,3038.393
123,12.3,3038.021
124,12.4,3036.289
125,12.5,3036.112
126,12.6,3037.285
127,12.7,3036.009
128,12.8,3034.594
129,12.9,3035.115
130,13.0,3035.823
131,13.1,3033.811
132,13.2,3033.653
133,13.3,3035.245
134,13.4,3036.316
135,13.5,3034.770
136,13.6,3035.096
137,13.7,3036.298
138,13.8,3036.940
139,13.9,3035.376
140,14.0,3034.556
141,14.1,3035.897
142,14.2,3035.674
143,14.3,3033.550
144,14.4,3033.672
145,14.5,3035.078
146,14.6,3035.413
147,14.7,3034.277
148,14.8,3034.072
149,14.9,3034.845
150,15.0,3034.230
151,15.1,3032.368
152,15.2,3033.457
153,15.3,3034.547
154,15.4,3034.016
155,15.5,3032.433
156,15.6,3033.215
157,15.7,3034.715
158,15.8,3034.826
159,15.9,3032.312
160,16.0,3032.964
161,16.1,3034.491
162,16.2,3034.314
163,16.3,3033.262
164,16.4,3034.826
165,16.5,3036.205
166,16.6,3035.357
167,16.7,3034.323
168,16.8,3034.938
169,16.9,3035.776
170,17.0,3035.013
171,17.1,3033.131
172,17.2,3033.876
173,17.3,3035.152
174,17.4,3034.770
175,17.5,3033.374
176,17.6,3034.147
177,17.7,3035.879
178,17.8,3035.264
179,17.9,3034.538
180,18.0,3035.767
181,18.1,3037.015
182,18.2,3036.000
