Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 2
Sample Count: 518
Start Time: 1/18/2023 3:00:53.5 PM
Scan Rate: 10
Sample,Time (s),CH0 (°C),CH1 (°C)
223,22.3,100.133,100.041
224,22.4,100.130,100.207
225,22.5,100.011,100.375
226,22.6,100.008,100.144
227,22.7,100.084,100.061
228,22.8,99.977,100.433
229,22.9,99.996,100.415
230,23.0,100.142,100.032
231,23.1,100.152,100.277
232,23.2,100.078,100.454
233,23.3,100.062,100.222
234,23.4,100.115,100.012
235,23.5,100.095,100.168
236,23.6,100.017,100.314
237,23.7,100.068,99.995
238,23.8,100.123,100.045
239,23.9,100.024,100.415
240,24.0,100.058,100.390
241,24.1,100.187,100.126
242,24.2,100.164,100.212
243,24.3,100.087,100.485
244,24.4,100.086,100.190
245,24.5,100.144,99.938
246,24.6,100.076,100.373
247,24.7,100.063,100.517
248,24.8,100.149,100.130
249,24.9,100.156,100.100
250,25.0,100.062,100.460
251,25.1,100.082,100.323
252,25.2,100.157,100.029
253,25.3,100.113,100.255
254,25.4,100.055,100.491
255,25.5,100.092,100.343
256,25.6,100.132,100.284
257,25.7,100.023,100.445
258,25.8,100.027,100.355
259,25.9,100.119,100.088
260,26.0,100.091,100.112
261,26.1,100.028,100.389
262,26.2,100.058,100.272
263,26.3,100.097,100.034
264,26.4,100.054,100.269
265,26.5,100.035,100.503
266,26.6,100.093,100.274
267,26.7,100.097,100.094
268,26.8,100.035,100.417
269,26.9,100.059,100.342
270,27.0,100.130,100.166
271,27.1,100.100,100.261
272,27.2,100.043,100.494
273,27.3,100.063,100.143
274,27.4,100.080,99.983
275,27.5,100.021,100.378
276,27.6,100.011,100.498
277,27.7,100.032,100.120
278,27.8,100.034,100.128
279,27.9,99.986,100.469
280,28.0,100.007,100.220
281,28.1,100.016,100.047
282,28.2,99.996,100.312
283,28.3,99.991,100.657
284,28.4,100.044,100.306
285,28.5,100.051,100.120
286,28.6,100.028,100.422
287,28.7,99.984,100.443
288,28.8,100.003,100.116
289,28.9,100.020,100.382
290,29.0,100.003,100.432
291,29.1,100.041,100.220
292,29.2,100.050,100.062
293,29.3,100.032,100.605
294,29.4,100.006,100.701
295,29.5,100.044,100.253
296,29.6,100.041,100.023
297,29.7,100.003,100.570
298,29.8,100.014,100.458
299,29.9,100.038,100.151
300,30.0,100.009,100.204
301,30.1,99.643,100.587
302,30.2,100.001,100.114
303,30.3,100.031,99.886
304,30.4,100.047,100.420
305,30.5,100.005,100.505
306,30.6,100.023,100.225
307,30.7,100.041,100.172
308,30.8,99.995,100.507
309,30.9,100.013,100.279
310,31.0,100.055,100.091
311,31.1,100.010,100.301
312,31.2,99.959,100.348
313,31.3,99.994,100.059
314,31.4,99.990,99.973
315,31.5,99.964,100.351
316,31.6,99.962,100.299
317,31.7,99.964,100.032
318,31.8,99.975,100.136
319,31.9,99.932,100.651
320,32.0,99.959,100.318
321,32.1,99.983,100.003
322,32.2,99.963,100.232
323,32.3,99.954,100.444
324,32.4,99.945,100.134
325,32.5,100.007,100.079
326,32.6,99.951,100.407
327,32.7,99.971,100.229
328,32.8,99.997,100.073
329,32.9,100.002,100.437
330,33.0,99.952,100.651
331,33.1,99.985,100.230
332,33.2,99.996,99.959
333,33.3,99.987,100.278
334,33.4,99.964,100.310
335,33.5,99.978,99.966
336,33.6,100.007,100.077
337,33.7,99.955,100.426
338,33.8,99.985,100.162
339,33.9,100.010,100.074
340,34.0,99.978,100.323
341,34.1,99.975,100.319
342,34.2,99.986,100.119
343,34.3,100.000,100.125
344,34.4,99.977,100.472
345,34.5,99.990,100.369
346,34.6,100.012,100.107
347,34.7,99.993,100.176
348,34.8,99.987,100.365
349,34.9,100.024,100.109
350,35.0,100.046,100.042
351,35.1,100.011,100.409
352,35.2,100.012,100.289
353,35.3,100.063,100.027
354,35.4,100.048,100.044
355,35.5,100.013,100.517
356,35.6,99.991,100.424
357,35.7,100.007,100.053
358,35.8,100.026,100.228
359,35.9,100.007,100.298
360,36.0,100.036,100.101
361,36.1,100.039,100.104
362,36.2,100.027,100.309
363,36.3,100.051,100.292
364,36.4,100.075,99.974
365,36.5,100.049,100.229
366,36.6,100.025,100.286
367,36.7,100.072,100.092
368,36.8,100.052,100.199
369,36.9,100.034,100.387
370,37.0,100.030,100.332
371,37.1,100.053,100.028
372,37.2,100.017,100.086
373,37.3,99.981,100.394
374,37.4,100.074,100.308
375,37.5,100.057,100.089
376,37.6,100.014,100.432
377,37.7,99.942,100.377
378,37.8,100.055,100.047
379,37.9,100.068,100.156
380,38.0,100.039,100.387
381,38.1,100.062,100.327
382,38.2,100.091,100.068
383,38.3,100.079,100.104
384,38.4,100.034,100.376
385,38.5,100.041,100.198
386,38.6,100.052,99.991
387,38.7,100.022,100.311
388,38.8,100.000,100.355
389,38.9,100.002,100.070
390,39.0,100.068,100.396
391,39.1,100.041,100.483
392,39.2,100.044,100.319
393,39.3,100.088,99.968
394,39.4,100.100,100.391
395,39.5,100.083,100.474
396,39.6,100.087,100.293
397,39.7,100.126,100.038
398,39.8,100.121,100.413
399,39.9,100.039,100.376
400,40.0,100.098,100.214
401,40.1,100.129,100.353
402,40.2,100.096,100.753
403,40.3,100.142,100.382
404,40.4,100.196,100.038
405,40.5,100.236,100.309
406,40.6,100.099,100.510
407,40.7,100.071,100.160
408,40.8,100.138,100.105
409,40.9,100.067,100.326
410,41.0,100.089,100.351
411,41.1,100.149,100.145
412,41.2,100.158,100.515
413,41.3,100.107,100.676
414,41.4,100.146,100.214
415,41.5,100.160,99.927
416,41.6,100.128,100.714
417,41.7,100.079,100.923
418,41.8,100.082,99.810
419,41.9,100.120,99.795
420,42.0,100.078,100.233
421,42.1,100.100,100.347
422,42.2,100.163,100.119
423,42.3,100.164,100.392
424,42.4,100.099,100.535
425,42.5,100.085,100.341
426,42.6,100.133,100.062
427,42.7,100.116,100.281
428,42.8,100.112,100.370
429,42.9,100.137,100.179
430,43.0,100.149,100.161
431,43.1,100.073,100.312
432,43.2,100.090,100.241
433,43.3,100.133,100.074
434,43.4,100.145,100.199
435,43.5,100.069,100.315
436,43.6,100.062,100.090
437,43.7,100.145,99.993
438,43.8,100.076,100.348
439,43.9,100.119,100.316
440,44.0,100.169,100.139
441,44.1,100.188,100.167
442,44.2,100.181,100.432
443,44.3,100.194,100.263
444,44.4,100.194,100.057
445,44.5,100.197,100.250
446,44.6,100.150,100.414
447,44.7,100.157,100.158
448,44.8,100.185,100.088
449,44.9,100.115,100.400
450,45.0,100.131,100.312
451,45.1,100.183,100.101
452,45.2,100.199,100.211
453,45.3,100.093,100.310
454,45.4,100.117,100.174
455,45.5,100.207,100.114
456,45.6,100.122,100.348
457,45.7,100.130,100.347
458,45.8,100.176,100.152
459,45.9,100.188,100.192
460,46.0,100.160,100.453
461,46.1,100.169,100.307
462,46.2,100.193,100.120
463,46.3,100.236,100.232
464,46.4,100.126,100.362
465,46.5,100.115,100.139
466,46.6,100.183,100.163
467,46.7,100.126,100.412
468,46.8,100.145,100.363
469,46.9,100.186,100.165
470,47.0,100.206,100.136
471,47.1,100.156,100.270
472,47.2,100.134,100.274
473,47.3,100.185,100.058
474,47.4,100.174,100.254
475,47.5,100.152,100.298
476,47.6,100.180,100.132
477,47.7,100.182,100.169
478,47.8,100.125,100.200
479,47.9,100.150,100.221
480,48.0,100.189,100.083
481,48.1,100.219,100.248
482,48.2,100.151,100.439
483,48.3,100.110,100.072
484,48.4,100.172,100.103
485,48.5,100.112,100.292
486,48.6,100.117,100.227
487,48.7,100.160,99.981
488,48.8,100.184,100.224
489,48.9,100.122,100.227
490,49.0,100.123,100.187
491,49.1,100.181,100.017
492,49.2,100.159,100.140
493,49.3,100.112,100.239
494,49.4,100.155,100.100
495,49.5,100.180,100.095
496,49.6,100.119,100.233
497,49.7,100.124,100.284
498,49.8,100.162,100.078
499,49.9,100.179,100.121
500,50.0,100.110,100.222
501,50.1,100.087,100.187
502,50.2,100.186,100.022
503,50.3,100.135,100.195
504,50.4,100.128,100.241
505,50.5,100.226,100.133
506,50.6,100.198,100.026
507,50.7,100.126,100.240
508,50.8,100.157,100.077
509,50.9,100.187,100.051
510,51.0,100.347,100.113
511,51.1,100.243,100.150
512,51.2,100.192,100.110
513,51.3,100.274,100.047
514,51.4,100.150,100.185
515,51.5,100.170,100.228
516,51.6,100.235,100.184
517,51.7,100.222,100.102
