Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 2
Sample Count: 518
Start Time: 1/18/2023 3:00:53.5 PM
Scan Rate: 10
Sample,Time (s),CH0 (°C),CH1 (°C)
0,0.0,100.116,100.527
1,0.1,100.065,100.286
2,0.2,100.160,100.237
3,0.3,100.135,100.208
4,0.4,100.149,100.410
5,0.5,100.195,100.264
6,0.6,100.172,100.116
7,0.7,100.134,100.413
8,0.8,100.034,100.341
9,0.9,100.168,100.266
10,1.0,100.249,100.262
11,1.1,100.101,100.603
12,1.2,100.058,100.261
13,1.3,100.149,100.165
14,1.4,100.141,100.396
15,1.5,100.157,100.454
16,1.6,100.199,100.207
17,1.7,100.213,100.311
18,1.8,100.170,100.484
19,1.9,100.027,100.512
20,2.0,100.191,100.068
21,2.1,100.206,100.231
22,2.2,100.070,100.517
23,2.3,100.101,100.566
24,2.4,100.153,100.418
25,2.5,100.101,100.443
26,2.6,100.112,100.495
27,2.7,100.154,100.354
28,2.8,100.300,100.161
29,2.9,100.097,100.284
30,3.0,100.024,100.195
31,3.1,100.170,100.062
32,3.2,100.120,100.165
33,3.3,100.075,100.334
34,3.4,100.113,100.089
35,3.5,100.125,100.010
36,3.6,100.136,100.288
37,3.7,100.058,100.252
38,3.8,100.159,100.044
39,3.9,100.268,100.054
40,4.0,100.079,100.270
41,4.1,100.071,100.162
42,4.2,100.184,100.185
43,4.3,100.156,100.251
44,4.4,100.169,100.259
45,4.5,100.183,100.103
46,4.6,100.236,100.031
47,4.7,100.154,100.250
48,4.8,100.058,100.242
49,4.9,100.213,100.075
50,5.0,100.222,100.129
51,5.1,100.148,100.267
52,5.2,100.161,100.022
53,5.3,100.256,99.945
54,5.4,100.152,100.190
55,5.5,100.145,100.319
56,5.6,100.164,100.103
57,5.7,100.333,100.149
58,5.8,100.134,100.306
59,5.9,100.076,100.167
60,6.0,100.189,100.009
61,6.1,100.137,100.176
62,6.2,100.103,100.241
63,6.3,100.161,100.086
64,6.4,100.195,99.975
65,6.5,100.143,100.223
66,6.6,100.070,100.267
67,6.7,100.143,100.097
68,6.8,100.231,100.032
69,6.9,100.066,100.247
70,7.0,100.074,100.241
71,7.1,100.142,100.038
72,7.2,100.082,100.218
73,7.3,100.045,100.306
74,7.4,100.104,100.047
75,7.5,100.114,99.998
76,7.6,100.061,100.302
77,7.7,99.959,100.290
78,7.8,100.116,99.963
79,7.9,100.145,100.116
80,8.0,100.018,100.261
81,8.1,100.010,100.151
82,8.2,100.104,100.057
83,8.3,100.024,100.358
84,8.4,100.024,100.377
85,8.5,100.067,100.037
86,8.6,100.126,100.036
87,8.7,100.015,100.244
88,8.8,99.946,100.149
89,8.9,100.102,100.019
90,9.0,100.077,100.250
91,9.1,99.979,100.410
92,9.2,100.044,100.115
93,9.3,100.076,100.046
94,9.4,99.980,100.275
95,9.5,99.926,100.253
96,9.6,100.019,100.085
97,9.7,100.107,100.034
98,9.8,99.947,100.221
99,9.9,99.900,100.108
100,10.0,100.054,99.996
101,10.1,99.987,100.182
102,10.2,99.941,100.300
103,10.3,100.051,100.083
104,10.4,100.088,100.050
105,10.5,100.024,100.281
106,10.6,99.912,100.213
107,10.7,100.003,100.031
108,10.8,100.093,100.114
109,10.9,99.980,100.322
110,11.0,100.029,100.063
111,11.1,100.114,100.038
112,11.2,100.042,100.265
113,11.3,100.018,100.307
114,11.4,100.067,100.032
115,11.5,100.125,100.095
116,11.6,100.021,100.398
117,11.7,99.946,100.248
118,11.8,100.081,100.055
119,11.9,100.066,100.221
120,12.0,99.962,100.375
121,12.1,99.993,100.125
122,12.2,100.048,100.103
123,12.3,99.968,100.324
124,12.4,99.974,100.353
125,12.5,100.062,100.085
126,12.6,100.127,100.094
127,12.7,100.001,100.314
128,12.8,99.968,100.197
129,12.9,100.046,100.054
130,13.0,99.983,100.249
131,13.1,99.930,100.335
132,13.2,99.989,100.050
133,13.3,100.022,100.078
134,13.4,99.967,100.316
135,13.5,99.943,100.265
136,13.6,100.035,100.044
137,13.7,100.044,100.194
138,13.8,99.909,100.425
139,13.9,99.924,100.194
140,14.0,99.993,100.044
141,14.1,99.935,100.310
142,14.2,99.899,100.387
143,14.3,99.983,100.117
144,14.4,100.019,100.147
145,14.5,99.945,100.431
146,14.6,99.899,100.318
147,14.7,99.992,100.006
148,14.8,99.993,100.222
149,14.9,99.926,100.444
150,15.0,99.945,100.219
151,15.1,99.999,100.180
152,15.2,99.935,100.406
153,15.3,99.946,100.421
154,15.4,99.996,100.087
155,15.5,100.040,100.167
156,15.6,99.941,100.454
157,15.7,99.890,100.351
158,15.8,99.998,100.038
159,15.9,99.918,100.245
160,16.0,99.900,100.407
161,16.1,99.965,100.130
162,16.2,99.991,100.092
163,16.3,99.917,100.353
164,16.4,99.919,100.359
165,16.5,99.995,100.097
166,16.6,100.056,100.154
167,16.7,99.932,100.285
168,16.8,99.931,100.099
169,16.9,100.022,100.042
170,17.0,99.949,100.265
171,17.1,99.925,100.286
172,17.2,100.019,100.010
173,17.3,100.019,99.990
174,17.4,99.963,100.345
175,17.5,99.918,100.209
176,17.6,100.035,100.044
177,17.7,100.027,100.225
178,17.8,99.990,100.446
179,17.9,100.028,100.182
180,18.0,100.036,100.073
181,18.1,99.965,100.454
182,18.2,99.933,100.369
183,18.3,100.019,100.064
184,18.4,100.087,100.132
185,18.5,99.971,100.374
186,18.6,99.957,100.205
187,18.7,100.048,100.060
188,18.8,99.993,100.250
189,18.9,99.987,100.399
190,19.0,100.059,100.168
191,19.1,100.117,100.110
192,19.2,99.860,100.324
193,19.3,99.983,100.286
194,19.4,100.004,100.014
195,19.5,100.053,100.142
196,19.6,99.964,100.290
197,19.7,99.987,100.213
198,19.8,100.053,100.028
199,19.9,99.972,100.212
200,20.0,99.946,100.309
201,20.1,100.032,100.054
202,20.2,100.071,100.061
203,20.3,100.007,100.178
204,20.4,99.920,100.083
205,20.5,99.981,99.906
206,20.6,100.021,100.118
207,20.7,99.950,100.466
208,20.8,100.015,100.217
209,20.9,100.100,100.044
210,21.0,99.994,100.363
211,21.1,100.017,100.469
212,21.2,100.107,100.225
213,21.3,100.124,100.259
214,21.4,100.035,100.506
215,21.5,100.003,100.278
216,21.6,100.100,100.033
217,21.7,100.037,100.311
218,21.8,100.010,100.321
219,21.9,100.082,100.053
220,22.0,100.104,100.058
221,22.1,100.037,100.375
222,22.2,100.054,100.319
