Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 2
Sample Count: 527
Start Time: 1/18/2023 2:57:43.7 PM
Scan Rate: 10
Sample,Time (s),CH0 (°C),CH1 (°C)
453,45.3,100.081,100.288
454,45.4,100.073,100.709
455,45.5,100.084,100.142
456,45.6,100.119,100.343
457,45.7,100.058,100.640
458,45.8,100.149,100.190
459,45.9,100.123,100.351
460,46.0,100.012,100.389
461,46.1,100.180,100.118
462,46.2,100.114,100.401
463,46.3,99.896,100.313
464,46.4,100.099,100.015
465,46.5,100.041,100.406
466,46.6,99.912,100.449
467,46.7,100.107,99.928
468,46.8,100.037,100.475
469,46.9,99.934,100.565
470,47.0,100.069,99.994
471,47.1,100.026,100.592
472,47.2,99.958,100.665
473,47.3,100.078,99.930
474,47.4,99.988,100.745
475,47.5,99.974,100.666
476,47.6,100.104,100.530
477,47.7,99.958,100.798
478,47.8,100.005,100.656
479,47.9,100.154,100.808
480,48.0,99.934,100.827
481,48.1,99.996,100.515
482,48.2,100.130,100.613
483,48.3,99.921,100.882
484,48.4,99.980,100.566
485,48.5,100.041,100.405
486,48.6,99.932,100.992
487,48.7,100.012,100.351
488,48.8,100.008,100.346
489,48.9,99.924,101.272
490,49.0,100.013,100.179
491,49.1,99.992,100.413
492,49.2,99.939,99.928
493,49.3,100.025,100.145
494,49.4,99.982,100.354
495,49.5,99.920,100.216
496,49.6,100.045,100.192
497,49.7,99.970,100.446
498,49.8,99.861,100.603
499,49.9,100.065,100.149
500,50.0,99.968,100.541
501,50.1,99.861,100.576
502,50.2,100.069,100.210
503,50.3,100.002,100.542
504,50.4,99.921,100.445
505,50.5,100.050,100.230
506,50.6,99.996,100.455
507,50.7,99.937,100.194
508,50.8,100.065,100.118
509,50.9,99.990,100.408
510,51.0,99.989,100.191
511,51.1,100.107,100.098
512,51.2,99.967,100.359
513,51.3,100.014,100.125
514,51.4,100.189,100.072
515,51.5,99.936,100.415
516,51.6,100.029,100.095
517,51.7,100.184,100.125
518,51.8,99.943,100.354
519,51.9,100.024,100.093
520,52.0,100.080,100.137
521,52.1,99.927,100.361
522,52.2,99.995,100.006
523,52.3,99.990,100.132
524,52.4,99.901,100.353
525,52.5,99.979,100.002
526,52.6,99.960,100.200
