Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 2
Sample Count: 527
Start Time: 1/18/2023 2:57:43.7 PM
Scan Rate: 10
Sample,Time (s),CH0 (°C),CH1 (°C)
0,0.0,99.751,100.270
1,0.1,99.848,99.887
2,0.2,99.829,100.338
3,0.3,99.739,100.288
4,0.4,99.879,99.975
5,0.5,99.859,100.295
6,0.6,99.756,100.246
7,0.7,99.895,99.938
8,0.8,99.854,100.298
9,0.9,99.828,100.218
10,1.0,99.933,100.010
11,1.1,99.884,100.461
12,1.2,99.852,100.192
13,1.3,99.963,100.034
14,1.4,99.913,100.428
15,1.5,99.912,100.115
16,1.6,100.059,100.055
17,1.7,99.901,100.421
18,1.8,99.941,100.094
19,1.9,100.046,100.072
20,2.0,99.915,100.424
21,2.1,99.941,100.039
22,2.2,99.929,100.125
23,2.3,99.875,100.473
24,2.4,99.910,100.136
25,2.5,99.926,100.245
26,2.6,99.878,100.478
27,2.7,99.895,100.108
28,2.8,99.934,100.253
29,2.9,99.865,100.338
30,3.0,99.964,100.078
31,3.1,99.930,100.317
32,3.2,99.814,100.314
33,3.3,99.973,100.029
34,3.4,99.957,100.340
35,3.5,99.856,100.362
36,3.6,99.992,100.022
37,3.7,99.950,100.386
38,3.8,99.871,100.313
39,3.9,99.971,100.001
40,4.0,99.936,100.314
41,4.1,99.902,100.195
42,4.2,100.029,100.008
43,4.3,99.955,100.299
44,4.4,99.926,100.232
45,4.5,100.079,99.968
46,4.6,99.948,100.386
47,4.7,99.935,100.120
48,4.8,100.063,100.098
49,4.9,99.905,100.249
50,5.0,99.958,100.105
51,5.1,100.029,100.093
52,5.2,99.947,100.361
53,5.3,100.041,100.176
54,5.4,100.012,100.160
55,5.5,99.927,100.432
56,5.6,99.970,100.132
57,5.7,99.976,100.208
58,5.8,99.875,100.409
59,5.9,99.955,100.050
60,6.0,99.973,100.238
61,6.1,99.873,100.461
62,6.2,99.945,100.144
63,6.3,99.901,100.221
64,6.4,99.797,100.331
65,6.5,99.936,100.072
66,6.6,99.889,100.307
67,6.7,99.774,100.267
68,6.8,99.939,100.019
69,6.9,99.877,100.325
70,7.0,99.806,100.247
71,7.1,99.898,100.017
72,7.2,99.854,100.304
73,7.3,99.841,100.224
74,7.4,99.942,100.037
75,7.5,99.848,100.325
76,7.6,99.834,100.188
77,7.7,99.993,99.979
78,7.8,99.873,100.340
79,7.9,99.887,100.138
80,8.0,100.067,100.118
81,8.1,99.905,100.424
82,8.2,99.898,100.124
83,8.3,100.018,100.093
84,8.4,99.887,100.430
85,8.5,99.931,100.077
86,8.6,99.984,100.148
87,8.7,99.864,100.374
88,8.8,99.945,100.096
89,8.9,99.975,100.215
90,9.0,99.904,100.360
91,9.1,99.970,100.124
92,9.2,99.967,100.277
93,9.3,99.875,100.441
94,9.4,99.984,100.137
95,9.5,99.948,100.286
96,9.6,99.799,100.391
97,9.7,99.822,99.990
98,9.8,99.936,100.220
99,9.9,99.837,100.172
100,10.0,100.050,100.035
101,10.1,99.968,100.415
102,10.2,99.916,100.352
103,10.3,100.044,100.082
104,10.4,99.972,100.383
105,10.5,100.043,100.294
106,10.6,100.073,100.033
107,10.7,99.948,100.367
108,10.8,99.948,100.230
109,10.9,100.032,100.108
110,11.0,99.878,100.422
111,11.1,99.949,100.271
112,11.2,100.018,100.154
113,11.3,99.888,100.489
114,11.4,99.953,100.295
115,11.5,100.041,100.177
116,11.6,99.933,100.551
117,11.7,99.994,100.231
118,11.8,100.032,100.211
119,11.9,99.929,100.506
120,12.0,99.983,100.148
121,12.1,99.992,100.245
122,12.2,99.929,100.532
123,12.3,100.023,100.163
124,12.4,100.009,100.317
125,12.5,99.900,100.503
126,12.6,100.052,100.169
127,12.7,100.004,100.357
128,12.8,99.859,100.522
129,12.9,100.048,100.168
130,13.0,99.982,100.364
131,13.1,99.882,100.518
132,13.2,100.041,100.172
133,13.3,99.994,100.448
134,13.4,99.914,100.461
135,13.5,100.058,100.234
136,13.6,99.990,100.571
137,13.7,99.946,100.474
138,13.8,100.069,100.184
139,13.9,99.972,100.539
140,14.0,99.968,100.242
141,14.1,100.094,100.125
142,14.2,99.956,100.582
143,14.3,99.980,100.359
144,14.4,100.164,100.157
145,14.5,99.964,100.507
146,14.6,100.013,100.292
147,14.7,100.152,100.194
148,14.8,99.985,100.562
149,14.9,100.018,100.175
150,15.0,100.084,100.228
151,15.1,99.972,100.560
152,15.2,100.050,100.202
153,15.3,100.062,100.271
154,15.4,99.955,100.534
155,15.5,100.038,100.255
156,15.6,100.034,100.359
157,15.7,99.946,100.599
158,15.8,100.036,100.189
159,15.9,100.034,100.382
160,16.0,99.909,100.549
161,16.1,100.099,100.119
162,16.2,100.066,100.386
163,16.3,99.914,100.478
164,16.4,100.092,100.150
165,16.5,100.064,100.457
166,16.6,99.961,100.461
167,16.7,100.136,100.205
168,16.8,100.062,100.483
169,16.9,100.008,100.430
170,17.0,100.140,100.097
171,17.1,100.080,100.526
172,17.2,100.066,100.271
173,17.3,100.234,100.217
174,17.4,100.059,100.568
175,17.5,100.062,100.366
176,17.6,100.276,100.193
177,17.7,100.060,100.607
178,17.8,100.097,100.367
179,17.9,100.231,100.339
180,18.0,100.060,100.596
181,18.1,100.074,100.299
182,18.2,100.125,100.286
183,18.3,100.012,100.595
184,18.4,100.055,100.108
185,18.5,100.055,100.264
186,18.6,99.948,100.545
187,18.7,100.048,100.220
188,18.8,100.027,100.365
189,18.9,99.928,100.584
190,19.0,100.059,100.208
191,19.1,100.051,100.401
192,19.2,99.911,100.523
193,19.3,100.068,100.096
194,19.4,100.025,100.445
195,19.5,99.879,100.514
196,19.6,100.090,100.209
197,19.7,100.045,100.477
198,19.8,99.937,100.461
199,19.9,100.070,100.142
200,20.0,100.020,100.450
201,20.1,99.966,100.426
202,20.2,100.092,100.180
203,20.3,100.017,100.550
204,20.4,99.963,100.170
205,20.5,100.089,100.090
206,20.6,100.019,100.412
207,20.7,100.028,100.231
208,20.8,100.212,100.136
209,20.9,99.983,100.456
210,21.0,100.034,100.169
211,21.1,100.197,100.129
212,21.2,99.985,100.395
213,21.3,100.035,100.045
214,21.4,100.083,100.105
215,21.5,99.957,100.416
216,21.6,100.025,100.062
217,21.7,100.072,100.134
218,21.8,99.977,100.392
219,21.9,100.037,100.054
220,22.0,100.039,100.184
221,22.1,99.962,100.457
222,22.2,100.053,100.074
223,22.3,100.016,100.213
224,22.4,99.869,100.356
225,22.5,100.033,100.044
226,22.6,100.007,100.242
227,22.7,99.879,100.370
228,22.8,100.094,100.069
229,22.9,100.087,100.360
230,23.0,99.945,100.371
231,23.1,100.087,100.119
232,23.2,100.019,100.301
233,23.3,99.942,100.325
234,23.4,100.089,100.119
235,23.5,100.016,100.387
236,23.6,99.968,100.341
237,23.7,100.075,100.109
238,23.8,99.993,100.468
239,23.9,99.980,100.188
240,24.0,100.148,100.132
241,24.1,99.990,100.447
242,24.2,100.013,100.200
243,24.3,100.166,100.142
244,24.4,99.975,100.390
245,24.5,100.004,100.182
246,24.6,100.150,100.154
247,24.7,99.955,100.391
248,24.8,99.996,100.132
249,24.9,100.045,100.159
250,25.0,99.953,100.378
251,25.1,100.041,100.089
252,25.2,100.062,100.198
253,25.3,99.956,100.372
254,25.4,100.005,100.003
255,25.5,99.975,100.252
256,25.6,99.921,100.396
257,25.7,100.032,100.093
258,25.8,100.000,100.288
259,25.9,99.866,100.388
260,26.0,100.062,100.137
261,26.1,100.017,100.323
262,26.2,99.866,100.299
263,26.3,100.056,100.019
264,26.4,99.984,100.286
265,26.5,99.903,100.263
266,26.6,100.058,100.068
267,26.7,99.968,100.308
268,26.8,99.919,100.196
269,26.9,100.022,100.079
270,27.0,99.962,100.337
271,27.1,99.962,100.247
272,27.2,100.135,100.210
273,27.3,99.993,100.468
274,27.4,100.003,100.306
275,27.5,100.197,100.237
276,27.6,99.971,100.509
277,27.7,100.016,100.326
278,27.8,100.133,100.261
279,27.9,99.966,100.510
280,28.0,100.009,100.320
281,28.1,100.060,100.317
282,28.2,99.967,100.585
283,28.3,100.038,100.311
284,28.4,100.047,100.317
285,28.5,99.970,100.500
286,28.6,100.053,100.254
287,28.7,100.038,100.309
288,28.8,99.976,100.452
289,28.9,100.059,100.222
290,29.0,100.017,100.400
291,29.1,99.891,100.524
292,29.2,100.073,100.192
293,29.3,100.031,100.376
294,29.4,99.880,100.466
295,29.5,100.076,100.253
296,29.6,100.021,100.428
297,29.7,99.928,100.417
298,29.8,100.079,100.202
299,29.9,100.011,100.393
300,30.0,100.027,100.542
301,30.1,100.153,100.270
302,30.2,100.084,100.510
303,30.3,100.057,100.451
304,30.4,100.204,100.342
305,30.5,100.053,100.668
306,30.6,100.082,100.503
307,30.7,100.257,100.261
308,30.8,100.054,100.660
309,30.9,100.086,100.485
310,31.0,100.254,100.446
311,31.1,100.029,100.735
312,31.2,100.083,100.589
313,31.3,100.161,100.642
314,31.4,100.020,100.842
315,31.5,100.099,100.645
316,31.6,100.129,100.725
317,31.7,100.045,100.832
318,31.8,100.108,100.470
319,31.9,100.104,100.495
320,32.0,100.042,100.808
321,32.1,100.110,100.455
322,32.2,100.090,100.471
323,32.3,99.946,100.867
324,32.4,100.105,100.248
325,32.5,100.085,100.449
326,32.6,99.927,100.560
327,32.7,100.137,100.181
328,32.8,100.069,100.375
329,32.9,99.970,100.313
330,33.0,100.139,100.199
331,33.1,100.080,100.398
332,33.2,100.009,100.436
333,33.3,100.145,100.153
334,33.4,100.082,100.535
335,33.5,100.047,100.623
336,33.6,100.155,100.164
337,33.7,100.064,100.542
338,33.8,100.072,100.677
339,33.9,100.253,100.157
340,34.0,100.043,100.615
341,34.1,100.074,100.641
342,34.2,100.270,100.434
343,34.3,100.029,100.763
344,34.4,100.097,100.658
345,34.5,100.210,100.754
346,34.6,100.061,100.824
347,34.7,100.105,100.686
348,34.8,100.157,100.908
349,34.9,100.046,100.887
350,35.0,100.090,100.681
351,35.1,100.100,100.572
352,35.2,100.034,100.960
353,35.3,100.088,100.514
354,35.4,100.075,100.452
355,35.5,99.978,100.841
356,35.6,100.112,100.462
357,35.7,100.074,100.409
358,35.8,99.923,100.564
359,35.9,100.110,100.294
360,36.0,100.060,100.398
361,36.1,99.941,100.527
362,36.2,100.100,100.276
363,36.3,100.081,100.437
364,36.4,99.985,100.502
365,36.5,100.136,100.001
366,36.6,100.083,100.437
367,36.7,100.046,100.544
368,36.8,100.144,99.965
369,36.9,100.069,100.580
370,37.0,100.055,100.680
371,37.1,100.184,100.297
372,37.2,100.053,100.728
373,37.3,100.083,100.507
374,37.4,100.288,100.437
375,37.5,100.102,100.739
376,37.6,100.154,100.447
377,37.7,100.304,100.382
378,37.8,100.102,100.661
379,37.9,100.113,100.341
380,38.0,100.194,100.252
381,38.1,100.055,100.553
382,38.2,100.103,100.172
383,38.3,100.128,100.196
384,38.4,100.066,100.452
385,38.5,100.132,100.175
386,38.6,100.109,100.301
387,38.7,100.072,100.463
388,38.8,100.129,100.093
389,38.9,100.105,100.325
390,39.0,99.987,100.456
391,39.1,100.143,100.055
392,39.2,100.118,100.351
393,39.3,99.908,100.443
394,39.4,100.165,100.059
395,39.5,100.095,100.370
396,39.6,99.940,100.515
397,39.7,100.162,100.064
398,39.8,100.110,100.436
399,39.9,100.015,100.511
400,40.0,100.217,100.214
401,40.1,100.168,100.595
402,40.2,100.102,100.621
403,40.3,100.196,100.410
404,40.4,100.138,100.695
405,40.5,100.110,100.497
406,40.6,100.256,100.489
407,40.7,100.120,100.823
408,40.8,100.154,100.548
409,40.9,100.371,100.598
410,41.0,100.144,100.835
411,41.1,100.185,100.475
412,41.2,100.365,100.368
413,41.3,100.111,100.777
414,41.4,100.134,100.333
415,41.5,100.237,100.260
416,41.6,100.045,100.561
417,41.7,100.149,100.283
418,41.8,100.208,100.326
419,41.9,100.076,100.508
420,42.0,100.130,100.186
421,42.1,100.136,100.284
422,42.2,100.075,100.512
423,42.3,100.160,100.174
424,42.4,100.139,100.371
425,42.5,100.058,100.514
426,42.6,100.157,100.106
427,42.7,100.085,100.422
428,42.8,99.994,100.610
429,42.9,100.215,100.138
430,43.0,100.117,100.438
431,43.1,99.944,100.595
432,43.2,100.197,100.129
433,43.3,100.127,100.589
434,43.4,99.965,100.522
435,43.5,100.137,100.267
436,43.6,99.965,100.328
437,43.7,99.975,100.413
438,43.8,100.152,100.275
439,43.9,100.198,100.614
440,44.0,100.062,100.349
441,44.1,100.257,100.267
442,44.2,100.074,100.529
443,44.3,100.213,100.389
444,44.4,100.483,100.239
445,44.5,100.046,100.641
446,44.6,100.100,100.229
447,44.7,100.262,100.273
448,44.8,100.022,100.585
449,44.9,100.000,100.126
450,45.0,100.176,100.252
451,45.1,99.954,100.566
452,45.2,100.008,100.138
