Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 3295
Start Time: 2/1/2023 2:48:46.157 PM
Scan Rate: 1000
Sample,Time (s),AI4 (mV)
0,0.000,0.853
1,0.001,0.854
2,0.002,0.854
3,0.003,0.850
4,0.004,0.852
5,0.005,0.853
6,0.006,0.852
7,0.007,0.851
8,0.008,0.851
9,0.009,0.852
10,0.010,0.850
11,0.011,0.852
12,0.012,0.852
13,0.013,0.851
14,0.014,0.852
15,0.015,0.851
16,0.016,0.852
17,0.017,0.851
18,0.018,0.853
19,0.019,0.853
20,0.020,0.853
21,0.021,0.852
22,0.022,0.852
23,0.023,0.854
24,0.024,0.853
25,0.025,0.854
26,0.026,0.853
27,0.027,0.855
28,0.028,0.854
29,0.029,0.854
30,0.030,0.855
31,0.031,0.854
32,0.032,0.855
33,0.033,0.854
34,0.034,0.855
35,0.035,0.853
36,0.036,0.853
37,0.037,0.854
38,0.038,0.854
39,0.039,0.855
40,0.040,0.853
41,0.041,0.854
42,0.042,0.853
43,0.043,0.852
44,0.044,0.852
45,0.045,0.853
46,0.046,0.854
47,0.047,0.851
48,0.048,0.853
49,0.049,0.850
50,0.050,0.853
51,0.051,0.853
52,0.052,0.851
53,0.053,0.852
54,0.054,0.853
55,0.055,0.852
56,0.056,0.851
57,0.057,0.854
58,0.058,0.852
59,0.059,0.852
60,0.060,0.853
61,0.061,0.853
62,0.062,0.852
63,0.063,0.853
64,0.064,0.852
65,0.065,0.853
66,0.066,0.853
67,0.067,0.854
68,0.068,0.854
69,0.069,0.854
70,0.070,0.854
71,0.071,0.855
72,0.072,0.855
73,0.073,0.855
74,0.074,0.854
75,0.075,0.854
76,0.076,0.855
77,0.077,0.854
78,0.078,0.853
79,0.079,0.853
80,0.080,0.855
81,0.081,0.853
82,0.082,0.855
83,0.083,0.852
84,0.084,0.853
85,0.085,0.852
86,0.086,0.854
87,0.087,0.852
88,0.088,0.852
89,0.089,0.852
90,0.090,0.852
91,0.091,0.851
92,0.092,0.849
93,0.093,0.852
94,0.094,0.852
95,0.095,0.851
96,0.096,0.853
97,0.097,0.852
98,0.098,0.851
99,0.099,0.849
100,0.100,0.850
101,0.101,0.849
102,0.102,0.849
103,0.103,0.849
104,0.104,0.851
105,0.105,0.850
106,0.106,0.850
107,0.107,0.851
108,0.108,0.849
109,0.109,0.850
110,0.110,0.849
111,0.111,0.849
112,0.112,0.851
113,0.113,0.848
114,0.114,0.849
115,0.115,0.849
116,0.116,0.850
117,0.117,0.849
118,0.118,0.849
119,0.119,0.849
120,0.120,0.847
121,0.121,0.848
122,0.122,0.849
123,0.123,0.847
124,0.124,0.847
125,0.125,0.849
126,0.126,0.848
127,0.127,0.848
128,0.128,0.847
129,0.129,0.848
130,0.130,0.847
131,0.131,0.848
132,0.132,0.847
133,0.133,0.847
134,0.134,0.848
135,0.135,0.847
136,0.136,0.847
137,0.137,0.846
138,0.138,0.847
139,0.139,0.846
140,0.140,0.847
