Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 510
Start Time: 1/18/2023 3:22:56.2 PM
Scan Rate: 10
Sample,Time (s),CH2 (µV)
0,0.0,-196.090
1,0.1,-196.453
2,0.2,-196.444
3,0.3,-196.286
4,0.4,-196.351
5,0.5,-196.556
6,0.6,-196.220
7,0.7,-196.295
8,0.8,-196.220
9,0.9,-196.239
10,1.0,-196.462
11,1.1,-196.304
12,1.2,-195.969
13,1.3,-196.295
14,1.4,-196.118
15,1.5,-196.379
16,1.6,-196.425
17,1.7,-196.453
18,1.8,-196.528
19,1.9,-196.379
20,2.0,-196.770
21,2.1,-196.798
22,2.2,-196.751
23,2.3,-196.714
24,2.4,-196.584
25,2.5,-196.537
26,2.6,-196.556
27,2.7,-196.546
28,2.8,-196.686
29,2.9,-196.658
30,3.0,-196.379
31,3.1,-196.770
32,3.2,-196.556
33,3.3,-196.630
34,3.4,-196.844
35,3.5,-196.751
36,3.6,-196.211
37,3.7,-196.612
38,3.8,-196.770
39,3.9,-196.565
40,4.0,-196.379
41,4.1,-196.490
42,4.2,-196.854
43,4.3,-196.462
44,4.4,-196.667
45,4.5,-196.882
46,4.6,-196.788
47,4.7,-196.612
48,4.8,-196.649
49,4.9,-196.639
50,5.0,-196.835
51,5.1,-196.574
52,5.2,-196.770
53,5.3,-196.770
54,5.4,-196.761
55,5.5,-196.919
56,5.6,-196.807
57,5.7,-196.779
58,5.8,-196.788
59,5.9,-196.816
60,6.0,-196.947
61,6.1,-196.956
62,6.2,-196.975
63,6.3,-196.900
64,6.4,-196.975
65,6.5,-197.133
66,6.6,-197.412
67,6.7,-196.947
68,6.8,-197.412
69,6.9,-197.021
70,7.0,-196.900
71,7.1,-196.975
72,7.2,-196.854
73,7.3,-197.208
74,7.4,-197.114
75,7.5,-197.338
76,7.6,-197.394
77,7.7,-197.180
78,7.8,-197.431
79,7.9,-197.561
80,8.0,-197.114
81,8.1,-197.301
82,8.2,-197.310
83,8.3,-197.394
84,8.4,-197.524
85,8.5,-197.431
86,8.6,-197.729
87,8.7,-197.617
88,8.8,-197.450
89,8.9,-197.385
90,9.0,-197.552
91,9.1,-197.785
92,9.2,-197.701
93,9.3,-197.664
94,9.4,-197.813
95,9.5,-197.748
