Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 508
Start Time: 1/18/2023 3:25:03.8 PM
Scan Rate: 10
Sample,Time (s),CH2 (µV)
388,38.8,-215.592
389,38.9,-215.722
390,39.0,-215.722
391,39.1,-215.424
392,39.2,-215.853
393,39.3,-215.471
394,39.4,-215.853
395,39.5,-215.359
396,39.6,-215.694
397,39.7,-215.210
398,39.8,-215.545
399,39.9,-215.936
400,40.0,-216.085
401,40.1,-216.002
402,40.2,-215.741
403,40.3,-215.797
404,40.4,-215.871
405,40.5,-216.095
406,40.6,-215.825
407,40.7,-215.704
408,40.8,-216.039
409,40.9,-215.704
410,41.0,-215.918
411,41.1,-215.964
412,41.2,-215.648
413,41.3,-215.648
414,41.4,-215.815
415,41.5,-215.834
416,41.6,-216.030
417,41.7,-215.722
418,41.8,-215.573
419,41.9,-215.694
420,42.0,-215.871
421,42.1,-215.871
422,42.2,-215.648
423,42.3,-215.936
424,42.4,-215.815
425,42.5,-215.508
426,42.6,-215.890
427,42.7,-215.666
428,42.8,-215.713
429,42.9,-215.787
430,43.0,-215.713
431,43.1,-215.834
432,43.2,-215.881
433,43.3,-215.890
434,43.4,-215.890
435,43.5,-216.234
436,43.6,-215.834
437,43.7,-215.881
438,43.8,-216.058
439,43.9,-216.058
440,44.0,-215.806
441,44.1,-216.104
442,44.2,-216.132
443,44.3,-216.058
444,44.4,-216.123
445,44.5,-216.011
446,44.6,-216.318
447,44.7,-216.300
448,44.8,-216.579
449,44.9,-216.560
450,45.0,-216.467
451,45.1,-216.532
452,45.2,-216.486
453,45.3,-216.328
454,45.4,-216.169
455,45.5,-216.216
456,45.6,-216.030
457,45.7,-216.216
458,45.8,-216.188
459,45.9,-216.411
460,46.0,-216.262
461,46.1,-216.402
462,46.2,-216.626
463,46.3,-216.523
464,46.4,-216.421
465,46.5,-216.411
466,46.6,-216.495
467,46.7,-216.998
468,46.8,-216.542
469,46.9,-216.439
470,47.0,-216.346
471,47.1,-216.207
472,47.2,-216.411
473,47.3,-216.421
474,47.4,-216.272
475,47.5,-216.365
476,47.6,-216.318
477,47.7,-216.337
478,47.8,-216.402
479,47.9,-216.328
480,48.0,-216.542
481,48.1,-216.383
482,48.2,-216.691
483,48.3,-216.486
484,48.4,-216.756
485,48.5,-216.318
486,48.6,-216.998
487,48.7,-217.045
488,48.8,-216.858
489,48.9,-216.784
490,49.0,-216.914
491,49.1,-217.073
492,49.2,-216.840
493,49.3,-217.063
494,49.4,-216.775
495,49.5,-216.905
496,49.6,-216.849
497,49.7,-216.812
498,49.8,-216.728
499,49.9,-217.389
500,50.0,-216.849
501,50.1,-217.026
502,50.2,-216.886
503,50.3,-217.045
504,50.4,-216.998
505,50.5,-216.980
506,50.6,-217.287
507,50.7,-217.278
